i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
13,27.6,0.037525,0.643301,0.687751,1.250269,0.401578,M_Hermes,0.226741,0.006851,0.000000,0.046916,deuteron,pi+,hermes,NA
14,27.6,0.037525,0.643301,0.683888,1.250269,0.693626,M_Hermes,0.152443,0.003914,0.000000,0.015288,deuteron,pi+,hermes,NA
15,27.6,0.037525,0.643301,0.688468,1.250269,0.951001,M_Hermes,0.061940,0.001637,0.000000,0.006176,deuteron,pi+,hermes,NA
16,27.6,0.037525,0.643301,0.874357,1.250269,0.092607,M_Hermes,0.015308,0.001089,0.000000,0.002002,deuteron,pi+,hermes,NA
17,27.6,0.037525,0.643301,0.881022,1.250269,0.198995,M_Hermes,0.035517,0.002058,0.000000,0.006332,deuteron,pi+,hermes,NA
18,27.6,0.037525,0.643301,0.873207,1.250269,0.298636,M_Hermes,0.029338,0.001980,0.000000,0.005968,deuteron,pi+,hermes,NA
19,27.6,0.037525,0.643301,0.866196,1.250269,0.401832,M_Hermes,0.024814,0.001842,0.000000,0.005147,deuteron,pi+,hermes,NA
20,27.6,0.037525,0.643301,0.863679,1.250269,0.517069,M_Hermes,0.020852,0.001625,0.000000,0.003775,deuteron,pi+,hermes,NA
21,27.6,0.037525,0.643301,0.861532,1.250269,0.678083,M_Hermes,0.015989,0.001282,0.000000,0.001606,deuteron,pi+,hermes,NA
22,27.6,0.037525,0.643301,0.859069,1.250269,0.958876,M_Hermes,0.008472,0.000859,0.000000,0.000847,deuteron,pi+,hermes,NA
23,27.6,0.061028,0.479995,0.334226,1.517162,0.100527,M_Hermes,0.748933,0.014727,0.000000,0.027986,deuteron,pi+,hermes,NA
24,27.6,0.061028,0.479995,0.335168,1.517162,0.205573,M_Hermes,1.572877,0.025833,0.000000,0.133537,deuteron,pi+,hermes,NA
25,27.6,0.061028,0.479995,0.420616,1.517162,0.101513,M_Hermes,0.368550,0.008446,0.000000,0.028360,deuteron,pi+,hermes,NA
26,27.6,0.061028,0.479995,0.421161,1.517162,0.203057,M_Hermes,0.797456,0.015386,0.000000,0.099629,deuteron,pi+,hermes,NA
27,27.6,0.061028,0.479995,0.421359,1.517162,0.303392,M_Hermes,1.061574,0.018344,0.000000,0.158628,deuteron,pi+,hermes,NA
28,27.6,0.061028,0.479995,0.530083,1.517162,0.100811,M_Hermes,0.176750,0.005126,0.000000,0.018641,deuteron,pi+,hermes,NA
29,27.6,0.061028,0.479995,0.530815,1.517162,0.204174,M_Hermes,0.420567,0.009736,0.000000,0.064583,deuteron,pi+,hermes,NA
30,27.6,0.061028,0.479995,0.534338,1.517162,0.302553,M_Hermes,0.533332,0.011198,0.000000,0.082461,deuteron,pi+,hermes,NA
31,27.6,0.061028,0.479995,0.534399,1.517162,0.403050,M_Hermes,0.571228,0.012067,0.000000,0.089274,deuteron,pi+,hermes,NA
32,27.6,0.061028,0.479995,0.693354,1.517162,0.101127,M_Hermes,0.077135,0.002532,0.000000,0.007398,deuteron,pi+,hermes,NA
33,27.6,0.061028,0.479995,0.692806,1.517162,0.203907,M_Hermes,0.172340,0.004496,0.000000,0.025061,deuteron,pi+,hermes,NA
34,27.6,0.061028,0.479995,0.691315,1.517162,0.302163,M_Hermes,0.215031,0.005144,0.000000,0.036645,deuteron,pi+,hermes,NA
35,27.6,0.061028,0.479995,0.691207,1.517162,0.399550,M_Hermes,0.274921,0.006019,0.000000,0.047653,deuteron,pi+,hermes,NA
36,27.6,0.061028,0.479995,0.687978,1.517162,0.521842,M_Hermes,0.235901,0.004541,0.000000,0.035964,deuteron,pi+,hermes,NA
37,27.6,0.061028,0.479995,0.894690,1.517162,0.098202,M_Hermes,0.030256,0.000946,0.000000,0.002959,deuteron,pi+,hermes,NA
38,27.6,0.061028,0.479995,0.885826,1.517162,0.201001,M_Hermes,0.054596,0.001600,0.000000,0.007908,deuteron,pi+,hermes,NA
39,27.6,0.061028,0.479995,0.878919,1.517162,0.298961,M_Hermes,0.062946,0.001912,0.000000,0.010694,deuteron,pi+,hermes,NA
40,27.6,0.061028,0.479995,0.879314,1.517162,0.398411,M_Hermes,0.048935,0.001940,0.000000,0.008506,deuteron,pi+,hermes,NA
41,27.6,0.061028,0.479995,0.869120,1.517162,0.519311,M_Hermes,0.042031,0.001388,0.000000,0.006402,deuteron,pi+,hermes,NA
42,27.6,0.061028,0.479995,0.865219,1.517162,0.692849,M_Hermes,0.032556,0.001227,0.000000,0.002242,deuteron,pi+,hermes,NA
43,27.6,0.095680,0.370228,0.273560,1.834674,0.101601,M_Hermes,1.153236,0.021459,0.000000,0.097540,deuteron,pi+,hermes,NA
44,27.6,0.095680,0.370228,0.334870,1.834674,0.101328,M_Hermes,0.745460,0.012676,0.000000,0.039360,deuteron,pi+,hermes,NA
45,27.6,0.095680,0.370228,0.334978,1.834674,0.203219,M_Hermes,1.547726,0.024644,0.000000,0.072346,deuteron,pi+,hermes,NA
46,27.6,0.095680,0.370228,0.420000,1.834674,0.100933,M_Hermes,0.412235,0.008089,0.000000,0.013953,deuteron,pi+,hermes,NA
47,27.6,0.095680,0.370228,0.420374,1.834674,0.203072,M_Hermes,0.868900,0.014875,0.000000,0.070136,deuteron,pi+,hermes,NA
48,27.6,0.095680,0.370228,0.420317,1.834674,0.300811,M_Hermes,1.096176,0.018510,0.000000,0.115477,deuteron,pi+,hermes,NA
49,27.6,0.095680,0.370228,0.531059,1.834674,0.102314,M_Hermes,0.209346,0.005353,0.000000,0.013000,deuteron,pi+,hermes,NA
50,27.6,0.095680,0.370228,0.531219,1.834674,0.202445,M_Hermes,0.435049,0.009475,0.000000,0.047099,deuteron,pi+,hermes,NA
51,27.6,0.095680,0.370228,0.531915,1.834674,0.301269,M_Hermes,0.566013,0.011749,0.000000,0.075375,deuteron,pi+,hermes,NA
52,27.6,0.095680,0.370228,0.533066,1.834674,0.400929,M_Hermes,0.641153,0.013570,0.000000,0.089541,deuteron,pi+,hermes,NA
53,27.6,0.095680,0.370228,0.696686,1.834674,0.102059,M_Hermes,0.090413,0.003065,0.000000,0.004864,deuteron,pi+,hermes,NA
54,27.6,0.095680,0.370228,0.693687,1.834674,0.203389,M_Hermes,0.217594,0.005639,0.000000,0.021637,deuteron,pi+,hermes,NA
55,27.6,0.095680,0.370228,0.690617,1.834674,0.300830,M_Hermes,0.287097,0.006597,0.000000,0.036403,deuteron,pi+,hermes,NA
56,27.6,0.095680,0.370228,0.690087,1.834674,0.399973,M_Hermes,0.292478,0.007278,0.000000,0.038705,deuteron,pi+,hermes,NA
57,27.6,0.095680,0.370228,0.690986,1.834674,0.522124,M_Hermes,0.284451,0.005732,0.000000,0.031668,deuteron,pi+,hermes,NA
58,27.6,0.095680,0.370228,0.895872,1.834674,0.100719,M_Hermes,0.046993,0.001228,0.000000,0.002638,deuteron,pi+,hermes,NA
59,27.6,0.095680,0.370228,0.892715,1.834674,0.202615,M_Hermes,0.075570,0.002206,0.000000,0.007674,deuteron,pi+,hermes,NA
60,27.6,0.095680,0.370228,0.885831,1.834674,0.298498,M_Hermes,0.088660,0.002561,0.000000,0.011231,deuteron,pi+,hermes,NA
61,27.6,0.095680,0.370228,0.876948,1.834674,0.399294,M_Hermes,0.074528,0.002552,0.000000,0.010010,deuteron,pi+,hermes,NA
62,27.6,0.095680,0.370228,0.872662,1.834674,0.521530,M_Hermes,0.057201,0.001877,0.000000,0.006392,deuteron,pi+,hermes,NA
63,27.6,0.095680,0.370228,0.861395,1.834674,0.687432,M_Hermes,0.040350,0.001464,0.000000,0.001660,deuteron,pi+,hermes,NA
64,27.6,0.151999,0.366105,0.223501,2.882131,0.101147,M_Hermes,1.703670,0.031957,0.000000,0.299013,deuteron,pi+,hermes,NA
65,27.6,0.151999,0.366105,0.223556,2.882131,0.203490,M_Hermes,3.646221,0.066467,0.000000,0.454159,deuteron,pi+,hermes,NA
66,27.6,0.151999,0.366105,0.273508,2.882131,0.101107,M_Hermes,1.190080,0.025537,0.000000,0.155048,deuteron,pi+,hermes,NA
67,27.6,0.151999,0.366105,0.273508,2.882131,0.202723,M_Hermes,2.416919,0.048777,0.000000,0.198480,deuteron,pi+,hermes,NA
68,27.6,0.151999,0.366105,0.334594,2.882131,0.101191,M_Hermes,0.727101,0.014946,0.000000,0.064985,deuteron,pi+,hermes,NA
69,27.6,0.151999,0.366105,0.334674,2.882131,0.203185,M_Hermes,1.643852,0.028680,0.000000,0.095799,deuteron,pi+,hermes,NA
70,27.6,0.151999,0.366105,0.334402,2.882131,0.300766,M_Hermes,1.959954,0.036467,0.000000,0.069922,deuteron,pi+,hermes,NA
71,27.6,0.151999,0.366105,0.419548,2.882131,0.100450,M_Hermes,0.421783,0.009817,0.000000,0.023376,deuteron,pi+,hermes,NA
72,27.6,0.151999,0.366105,0.419972,2.882131,0.202780,M_Hermes,0.873784,0.018008,0.000000,0.024509,deuteron,pi+,hermes,NA
73,27.6,0.151999,0.366105,0.420119,2.882131,0.301486,M_Hermes,1.097482,0.022032,0.000000,0.054842,deuteron,pi+,hermes,NA
74,27.6,0.151999,0.366105,0.420005,2.882131,0.399916,M_Hermes,1.095451,0.024711,0.000000,0.060713,deuteron,pi+,hermes,NA
75,27.6,0.151999,0.366105,0.530130,2.882131,0.100696,M_Hermes,0.217123,0.006787,0.000000,0.006042,deuteron,pi+,hermes,NA
76,27.6,0.151999,0.366105,0.530290,2.882131,0.203230,M_Hermes,0.465596,0.012460,0.000000,0.026880,deuteron,pi+,hermes,NA
77,27.6,0.151999,0.366105,0.531598,2.882131,0.300937,M_Hermes,0.537661,0.014310,0.000000,0.046011,deuteron,pi+,hermes,NA
78,27.6,0.151999,0.366105,0.530981,2.882131,0.399372,M_Hermes,0.572954,0.016001,0.000000,0.052856,deuteron,pi+,hermes,NA
79,27.6,0.151999,0.366105,0.532416,2.882131,0.522837,M_Hermes,0.555713,0.013300,0.000000,0.039467,deuteron,pi+,hermes,NA
80,27.6,0.151999,0.366105,0.691335,2.882131,0.101093,M_Hermes,0.096409,0.004184,0.000000,0.002978,deuteron,pi+,hermes,NA
81,27.6,0.151999,0.366105,0.690577,2.882131,0.203508,M_Hermes,0.199080,0.007342,0.000000,0.010355,deuteron,pi+,hermes,NA
82,27.6,0.151999,0.366105,0.688657,2.882131,0.302192,M_Hermes,0.237474,0.008397,0.000000,0.018467,deuteron,pi+,hermes,NA
83,27.6,0.151999,0.366105,0.688535,2.882131,0.399161,M_Hermes,0.263210,0.008839,0.000000,0.022784,deuteron,pi+,hermes,NA
84,27.6,0.151999,0.366105,0.688265,2.882131,0.521979,M_Hermes,0.242436,0.006786,0.000000,0.015059,deuteron,pi+,hermes,NA
85,27.6,0.151999,0.366105,0.688468,2.882131,0.689477,M_Hermes,0.185474,0.005335,0.000000,0.008954,deuteron,pi+,hermes,NA
86,27.6,0.151999,0.366105,0.886697,2.882131,0.299630,M_Hermes,0.088307,0.003833,0.000000,0.006960,deuteron,pi+,hermes,NA
87,27.6,0.151999,0.366105,0.882263,2.882131,0.398833,M_Hermes,0.097000,0.003973,0.000000,0.008309,deuteron,pi+,hermes,NA
88,27.6,0.151999,0.366105,0.874777,2.882131,0.518211,M_Hermes,0.059238,0.002420,0.000000,0.003774,deuteron,pi+,hermes,NA
89,27.6,0.253013,0.398606,0.141065,5.223411,0.101469,M_Hermes,3.442558,0.085319,0.000000,0.143823,deuteron,pi+,hermes,NA
90,27.6,0.253013,0.398606,0.223824,5.223411,0.102121,M_Hermes,1.591172,0.049305,0.000000,0.346769,deuteron,pi+,hermes,NA
91,27.6,0.253013,0.398606,0.223180,5.223411,0.203558,M_Hermes,3.762880,0.103786,0.000000,0.626839,deuteron,pi+,hermes,NA
92,27.6,0.253013,0.398606,0.223433,5.223411,0.299354,M_Hermes,4.265632,0.136445,0.000000,0.593091,deuteron,pi+,hermes,NA
93,27.6,0.253013,0.398606,0.273812,5.223411,0.102635,M_Hermes,1.236672,0.042166,0.000000,0.215057,deuteron,pi+,hermes,NA
94,27.6,0.253013,0.398606,0.273111,5.223411,0.202729,M_Hermes,2.538110,0.077146,0.000000,0.308576,deuteron,pi+,hermes,NA
95,27.6,0.253013,0.398606,0.273433,5.223411,0.300440,M_Hermes,3.105238,0.099706,0.000000,0.293074,deuteron,pi+,hermes,NA
96,27.6,0.253013,0.398606,0.273411,5.223411,0.397479,M_Hermes,3.041958,0.116275,0.000000,0.262656,deuteron,pi+,hermes,NA
97,27.6,0.253013,0.398606,0.332842,5.223411,0.102066,M_Hermes,0.792571,0.025607,0.000000,0.103110,deuteron,pi+,hermes,NA
98,27.6,0.253013,0.398606,0.333549,5.223411,0.202781,M_Hermes,1.590997,0.046973,0.000000,0.125336,deuteron,pi+,hermes,NA
99,27.6,0.253013,0.398606,0.334709,5.223411,0.299727,M_Hermes,1.964656,0.058053,0.000000,0.099098,deuteron,pi+,hermes,NA
100,27.6,0.253013,0.398606,0.335166,5.223411,0.398270,M_Hermes,1.850406,0.064252,0.000000,0.085998,deuteron,pi+,hermes,NA
101,27.6,0.253013,0.398606,0.335624,5.223411,0.517449,M_Hermes,1.284927,0.046497,0.000000,0.088851,deuteron,pi+,hermes,NA
102,27.6,0.253013,0.398606,0.419294,5.223411,0.100258,M_Hermes,0.427831,0.016252,0.000000,0.034744,deuteron,pi+,hermes,NA
103,27.6,0.253013,0.398606,0.418901,5.223411,0.203740,M_Hermes,0.906164,0.030574,0.000000,0.033476,deuteron,pi+,hermes,NA
104,27.6,0.253013,0.398606,0.419475,5.223411,0.300426,M_Hermes,1.073311,0.035722,0.000000,0.038906,deuteron,pi+,hermes,NA
105,27.6,0.253013,0.398606,0.420188,5.223411,0.398646,M_Hermes,1.138747,0.039840,0.000000,0.037784,deuteron,pi+,hermes,NA
106,27.6,0.253013,0.398606,0.420967,5.223411,0.519497,M_Hermes,0.881760,0.029746,0.000000,0.038402,deuteron,pi+,hermes,NA
107,27.6,0.253013,0.398606,0.419969,5.223411,0.682157,M_Hermes,0.445852,0.020352,0.000000,0.050000,deuteron,pi+,hermes,NA
108,27.6,0.253013,0.398606,0.533128,5.223411,0.101038,M_Hermes,0.187735,0.010594,0.000000,0.009564,deuteron,pi+,hermes,NA
109,27.6,0.253013,0.398606,0.530445,5.223411,0.203021,M_Hermes,0.440560,0.021364,0.000000,0.012252,deuteron,pi+,hermes,NA
110,27.6,0.253013,0.398606,0.530623,5.223411,0.301286,M_Hermes,0.521769,0.024562,0.000000,0.025030,deuteron,pi+,hermes,NA
111,27.6,0.253013,0.398606,0.529371,5.223411,0.400948,M_Hermes,0.531040,0.026316,0.000000,0.028479,deuteron,pi+,hermes,NA
112,27.6,0.253013,0.398606,0.531852,5.223411,0.521969,M_Hermes,0.515279,0.019503,0.000000,0.018862,deuteron,pi+,hermes,NA
113,27.6,0.253013,0.398606,0.531871,5.223411,0.687323,M_Hermes,0.294138,0.013669,0.000000,0.026616,deuteron,pi+,hermes,NA
114,27.6,0.253013,0.398606,0.686430,5.223411,0.098195,M_Hermes,0.087830,0.006589,0.000000,0.005232,deuteron,pi+,hermes,NA
115,27.6,0.253013,0.398606,0.687670,5.223411,0.203673,M_Hermes,0.191054,0.013204,0.000000,0.004875,deuteron,pi+,hermes,NA
116,27.6,0.253013,0.398606,0.684156,5.223411,0.301330,M_Hermes,0.275197,0.015703,0.000000,0.011486,deuteron,pi+,hermes,NA
117,27.6,0.253013,0.398606,0.685701,5.223411,0.399064,M_Hermes,0.255898,0.015622,0.000000,0.012230,deuteron,pi+,hermes,NA
118,27.6,0.253013,0.398606,0.685498,5.223411,0.522978,M_Hermes,0.237973,0.010890,0.000000,0.009123,deuteron,pi+,hermes,NA
119,27.6,0.253013,0.398606,0.687364,5.223411,0.688637,M_Hermes,0.153915,0.007618,0.000000,0.014738,deuteron,pi+,hermes,NA
120,27.6,0.253013,0.398606,0.686850,5.223411,0.931303,M_Hermes,0.053094,0.003054,0.000000,0.005102,deuteron,pi+,hermes,NA
121,27.6,0.409042,0.434377,0.141504,9.202431,0.102072,M_Hermes,3.874810,0.322188,0.000000,0.194028,deuteron,pi+,hermes,NA
122,27.6,0.409042,0.434377,0.140760,9.202431,0.199202,M_Hermes,8.808067,0.773010,0.000000,2.032137,deuteron,pi+,hermes,NA
123,27.6,0.409042,0.434377,0.223777,9.202431,0.101511,M_Hermes,1.333754,0.159962,0.000000,0.290516,deuteron,pi+,hermes,NA
124,27.6,0.409042,0.434377,0.224460,9.202431,0.204292,M_Hermes,3.587628,0.311801,0.000000,0.600694,deuteron,pi+,hermes,NA
125,27.6,0.409042,0.434377,0.223526,9.202431,0.300400,M_Hermes,4.603112,0.415529,0.000000,0.634248,deuteron,pi+,hermes,NA
126,27.6,0.409042,0.434377,0.223619,9.202431,0.397277,M_Hermes,4.459464,0.470586,0.000000,0.584752,deuteron,pi+,hermes,NA
127,27.6,0.409042,0.434377,0.273733,9.202431,0.105381,M_Hermes,1.088151,0.132012,0.000000,0.188975,deuteron,pi+,hermes,NA
128,27.6,0.409042,0.434377,0.273339,9.202431,0.203724,M_Hermes,2.901240,0.253281,0.000000,0.360025,deuteron,pi+,hermes,NA
129,27.6,0.409042,0.434377,0.274327,9.202431,0.300507,M_Hermes,3.145327,0.318579,0.000000,0.299416,deuteron,pi+,hermes,NA
130,27.6,0.409042,0.434377,0.273379,9.202431,0.397762,M_Hermes,3.116061,0.357915,0.000000,0.273700,deuteron,pi+,hermes,NA
131,27.6,0.409042,0.434377,0.274542,9.202431,0.515449,M_Hermes,1.858204,0.235450,0.000000,0.201617,deuteron,pi+,hermes,NA
132,27.6,0.409042,0.434377,0.332792,9.202431,0.100712,M_Hermes,0.832039,0.087715,0.000000,0.108386,deuteron,pi+,hermes,NA
133,27.6,0.409042,0.434377,0.334110,9.202431,0.203537,M_Hermes,1.451342,0.153576,0.000000,0.112926,deuteron,pi+,hermes,NA
134,27.6,0.409042,0.434377,0.334677,9.202431,0.299497,M_Hermes,2.097105,0.196471,0.000000,0.107018,deuteron,pi+,hermes,NA
135,27.6,0.409042,0.434377,0.332133,9.202431,0.398545,M_Hermes,2.471647,0.219822,0.000000,0.120361,deuteron,pi+,hermes,NA
136,27.6,0.409042,0.434377,0.334871,9.202431,0.514743,M_Hermes,1.068686,0.146524,0.000000,0.076843,deuteron,pi+,hermes,NA
137,27.6,0.409042,0.434377,0.335363,9.202431,0.685454,M_Hermes,0.649941,0.092687,0.000000,0.097620,deuteron,pi+,hermes,NA
138,27.6,0.409042,0.434377,0.417750,9.202431,0.098240,M_Hermes,0.331784,0.053242,0.000000,0.027732,deuteron,pi+,hermes,NA
139,27.6,0.409042,0.434377,0.417456,9.202431,0.202419,M_Hermes,0.949269,0.107715,0.000000,0.035314,deuteron,pi+,hermes,NA
140,27.6,0.409042,0.434377,0.418430,9.202431,0.300353,M_Hermes,1.118097,0.126805,0.000000,0.036414,deuteron,pi+,hermes,NA
141,27.6,0.409042,0.434377,0.419777,9.202431,0.400102,M_Hermes,1.026362,0.135800,0.000000,0.031149,deuteron,pi+,hermes,NA
142,27.6,0.409042,0.434377,0.420685,9.202431,0.518677,M_Hermes,0.916903,0.098798,0.000000,0.037343,deuteron,pi+,hermes,NA
143,27.6,0.409067,0.434515,0.422701,9.205912,0.683108,M_Hermes,0.525512,0.068293,0.000000,0.052479,deuteron,pi+,hermes,NA
144,27.6,0.409042,0.434377,0.527495,9.202431,0.105803,M_Hermes,0.208440,0.037991,0.000000,0.011365,deuteron,pi+,hermes,NA
145,27.6,0.409042,0.434377,0.526879,9.202431,0.205771,M_Hermes,0.435379,0.074136,0.000000,0.013534,deuteron,pi+,hermes,NA
146,27.6,0.409042,0.434377,0.531676,9.202431,0.300764,M_Hermes,0.594036,0.092489,0.000000,0.027728,deuteron,pi+,hermes,NA
147,27.6,0.409042,0.434377,0.532207,9.202431,0.400913,M_Hermes,0.648670,0.095634,0.000000,0.035150,deuteron,pi+,hermes,NA
148,27.6,0.409042,0.434377,0.531969,9.202431,0.522494,M_Hermes,0.513762,0.064654,0.000000,0.016638,deuteron,pi+,hermes,NA
149,27.6,0.409042,0.434377,0.531331,9.202431,0.677706,M_Hermes,0.304249,0.044890,0.000000,0.026939,deuteron,pi+,hermes,NA
150,27.6,0.409042,0.434377,0.531373,9.202431,0.893706,M_Hermes,0.061514,0.015369,0.000000,0.005490,deuteron,pi+,hermes,NA
151,27.6,0.409042,0.434377,0.696726,9.202431,0.104319,M_Hermes,0.080010,0.022220,0.000000,0.004908,deuteron,pi+,hermes,NA
152,27.6,0.409042,0.434377,0.687081,9.202431,0.200911,M_Hermes,0.171263,0.043706,0.000000,0.004378,deuteron,pi+,hermes,NA
153,27.6,0.409042,0.434377,0.680650,9.202431,0.299735,M_Hermes,0.233226,0.055157,0.000000,0.009350,deuteron,pi+,hermes,NA
154,27.6,0.409042,0.434377,0.680633,9.202431,0.400925,M_Hermes,0.305604,0.059552,0.000000,0.013925,deuteron,pi+,hermes,NA
155,27.6,0.409042,0.434377,0.694964,9.202431,0.522416,M_Hermes,0.191404,0.035307,0.000000,0.006276,deuteron,pi+,hermes,NA
156,27.6,0.409067,0.434515,0.684502,9.205912,0.684128,M_Hermes,0.156060,0.024962,0.000000,0.012047,deuteron,pi+,hermes,NA
157,27.6,0.409042,0.434377,0.701893,9.202431,0.916198,M_Hermes,0.058253,0.010168,0.000000,0.004522,deuteron,pi+,hermes,NA
