i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,160.0,0.099930,0.320000,0.410000,9.680000,0.530000,AUT,0.018389,0.046382,0.000000,0.000000,deuteron,k-,compass,x
1,160.0,0.159900,0.330000,0.400000,15.800000,0.540000,AUT,-0.000441,0.071926,0.000000,0.000000,deuteron,k-,compass,x
