i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,27.6,0.093000,0.558000,0.448000,2.486000,0.464000,AUT,0.048700,0.018000,0.000000,0.007700,proton,pi0,hermes,z
1,27.6,0.098000,0.531000,0.523000,2.531000,0.472000,AUT,0.023900,0.020800,0.000000,0.010900,proton,pi0,hermes,z
2,27.6,0.102000,0.511000,0.593000,2.552000,0.488000,AUT,0.016200,0.023100,0.000000,0.013400,proton,pi0,hermes,z
