i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,160.0,0.046300,0.320000,0.360000,3.350000,0.150000,AUT,0.007000,0.006300,0.000000,0.000000,proton,h-,compass,PT
1,160.0,0.046600,0.310000,0.350000,3.350000,0.250000,AUT,0.002900,0.005300,0.000000,0.000000,proton,h-,compass,PT
2,160.0,0.046200,0.320000,0.350000,3.360000,0.350000,AUT,-0.011600,0.005000,0.000000,0.000000,proton,h-,compass,PT
3,160.0,0.046800,0.320000,0.350000,3.470000,0.450000,AUT,0.001100,0.005300,0.000000,0.000000,proton,h-,compass,PT
