i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,160.0,0.043000,0.290000,0.350000,3.180000,0.154000,AUT,0.000082,0.010375,0.000000,0.000000,deuteron,pi+,compass,PT
1,160.0,0.042000,0.290000,0.350000,3.140000,0.251000,AUT,-0.010614,0.008654,0.000000,0.000000,deuteron,pi+,compass,PT
2,160.0,0.041000,0.300000,0.350000,3.140000,0.349000,AUT,-0.005992,0.008356,0.000000,0.000000,deuteron,pi+,compass,PT
3,160.0,0.041000,0.310000,0.350000,3.230000,0.448000,AUT,-0.002756,0.008910,0.000000,0.000000,deuteron,pi+,compass,PT
