i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,160.0,0.039640,0.240000,0.380000,2.820000,0.450000,AUT,-0.005491,0.008940,0.000000,0.000000,deuteron,pi-,compass,x
1,160.0,0.062470,0.250000,0.380000,4.590000,0.450000,AUT,-0.009682,0.011289,0.000000,0.000000,deuteron,pi-,compass,x
2,160.0,0.100400,0.250000,0.360000,7.420000,0.460000,AUT,-0.016625,0.015275,0.000000,0.000000,deuteron,pi-,compass,x
3,160.0,0.160700,0.250000,0.360000,11.900000,0.470000,AUT,-0.002590,0.023215,0.000000,0.000000,deuteron,pi-,compass,x
