i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
33,27.6,0.410056,0.433812,0.331916,9.213259,0.299772,M_Hermes,0.398954,0.100343,0.000000,0.142815,proton,k+,hermes,NA
34,27.6,0.410056,0.433812,0.336068,9.213259,0.396658,M_Hermes,0.375587,0.120919,0.000000,0.134640,proton,k+,hermes,NA
35,27.6,0.410056,0.433812,0.433359,9.213259,0.101735,M_Hermes,0.124916,0.030908,0.000000,0.019570,proton,k+,hermes,NA
36,27.6,0.410056,0.433812,0.423313,9.213259,0.208121,M_Hermes,0.248947,0.060437,0.000000,0.032398,proton,k+,hermes,NA
37,27.6,0.410056,0.433812,0.420144,9.213259,0.300227,M_Hermes,0.368689,0.076243,0.000000,0.123472,proton,k+,hermes,NA
38,27.6,0.410056,0.433812,0.416087,9.213259,0.394984,M_Hermes,0.297469,0.074149,0.000000,0.099754,proton,k+,hermes,NA
39,27.6,0.410056,0.433812,0.422309,9.213259,0.517861,M_Hermes,0.224233,0.049420,0.000000,0.075151,proton,k+,hermes,NA
40,27.6,0.410056,0.433812,0.427125,9.213259,0.678655,M_Hermes,0.098525,0.034655,0.000000,0.033026,proton,k+,hermes,NA
41,27.6,0.410056,0.433812,0.532273,9.213259,0.102276,M_Hermes,0.139016,0.029904,0.000000,0.061682,proton,k+,hermes,NA
42,27.6,0.410056,0.433812,0.531509,9.213259,0.209589,M_Hermes,0.204771,0.050611,0.000000,0.033368,proton,k+,hermes,NA
43,27.6,0.410056,0.433812,0.534162,9.213259,0.303910,M_Hermes,0.162447,0.056431,0.000000,0.008852,proton,k+,hermes,NA
44,27.6,0.410056,0.433812,0.534764,9.213259,0.396504,M_Hermes,0.233316,0.054263,0.000000,0.052048,proton,k+,hermes,NA
45,27.6,0.410056,0.433812,0.524060,9.213259,0.521935,M_Hermes,0.066898,0.033739,0.000000,0.029705,proton,k+,hermes,NA
46,27.6,0.410056,0.433812,0.539364,9.213259,0.692622,M_Hermes,0.108963,0.024614,0.000000,0.046407,proton,k+,hermes,NA
47,27.6,0.409992,0.433856,0.522180,9.212750,0.855750,M_Hermes,0.013913,0.009732,0.000000,0.005928,proton,k+,hermes,NA
48,27.6,0.410056,0.433812,0.667793,9.213259,0.085218,M_Hermes,0.038200,0.014209,0.000000,0.016237,proton,k+,hermes,NA
49,27.6,0.410029,0.434078,0.666562,9.218269,0.199759,M_Hermes,0.051321,0.040760,0.000000,0.021821,proton,k+,hermes,NA
50,27.6,0.410056,0.433812,0.678554,9.213259,0.301329,M_Hermes,0.101478,0.032686,0.000000,0.043171,proton,k+,hermes,NA
51,27.6,0.410056,0.433812,0.682360,9.213259,0.394383,M_Hermes,0.078091,0.035810,0.000000,0.033230,proton,k+,hermes,NA
52,27.6,0.410056,0.433812,0.673719,9.213259,0.515109,M_Hermes,0.093745,0.023361,0.000000,0.046718,proton,k+,hermes,NA
53,27.6,0.409992,0.433856,0.676780,9.212750,0.688027,M_Hermes,0.057836,0.016283,0.000000,0.025334,proton,k+,hermes,NA
54,27.6,0.409992,0.433856,0.693997,9.212750,0.909675,M_Hermes,0.013153,0.006228,0.000000,0.005761,proton,k+,hermes,NA
55,27.6,0.410082,0.433565,0.858291,9.208596,0.096006,M_Hermes,0.017984,0.010692,0.000000,0.007877,proton,k+,hermes,NA
