i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,27.6,0.097000,0.528000,0.373000,2.425000,0.403000,AUT,0.034800,0.006700,0.000000,0.007000,proton,pi+,hermes,z
1,27.6,0.099000,0.514000,0.447000,2.418000,0.429000,AUT,0.046300,0.007500,0.000000,0.009000,proton,pi+,hermes,z
2,27.6,0.100000,0.504000,0.523000,2.411000,0.453000,AUT,0.057700,0.009600,0.000000,0.011000,proton,pi+,hermes,z
3,27.6,0.101000,0.494000,0.593000,2.400000,0.465000,AUT,0.062300,0.011300,0.000000,0.012800,proton,pi+,hermes,z
