i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,160.0,0.062790,0.300000,0.450000,5.740000,0.540000,AUT,0.012625,0.025806,0.000000,0.000000,deuteron,k+,compass,x
1,160.0,0.100800,0.300000,0.450000,9.100000,0.530000,AUT,-0.022176,0.032549,0.000000,0.000000,deuteron,k+,compass,x
2,160.0,0.160800,0.300000,0.450000,14.500000,0.540000,AUT,-0.001444,0.046481,0.000000,0.000000,deuteron,k+,compass,x
