i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,27.6,0.098000,0.484000,0.376000,2.467000,0.356000,AUT,0.051600,0.007000,0.000000,0.003300,proton,pi+,hermes,x
1,27.6,0.133000,0.464000,0.379000,3.203000,0.344000,AUT,0.036100,0.006600,0.000000,0.004600,proton,pi+,hermes,x
2,27.6,0.186000,0.449000,0.379000,4.321000,0.339000,AUT,0.053100,0.008600,0.000000,0.006400,proton,pi+,hermes,x
