i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,160.0,0.051700,0.310000,0.360000,3.630000,0.150000,AUT,0.022100,0.005700,0.000000,0.000000,proton,h+,compass,PT
1,160.0,0.051800,0.300000,0.350000,3.640000,0.250000,AUT,0.011100,0.004800,0.000000,0.000000,proton,h+,compass,PT
2,160.0,0.051300,0.300000,0.360000,3.640000,0.350000,AUT,0.015400,0.004500,0.000000,0.000000,proton,h+,compass,PT
3,160.0,0.051700,0.310000,0.360000,3.740000,0.450000,AUT,0.024800,0.004700,0.000000,0.000000,proton,h+,compass,PT
4,160.0,0.051700,0.310000,0.360000,3.820000,0.550000,AUT,0.026800,0.005200,0.000000,0.000000,proton,h+,compass,PT
