i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
27,27.6,0.061098,0.477175,0.421739,1.509975,0.303161,M_Hermes,1.142745,0.020503,0.000000,0.082064,proton,pi+,hermes,NA
28,27.6,0.061098,0.477175,0.533068,1.509975,0.102249,M_Hermes,0.192092,0.005554,0.000000,0.018376,proton,pi+,hermes,NA
29,27.6,0.061098,0.477175,0.532188,1.509975,0.203896,M_Hermes,0.448269,0.010732,0.000000,0.038192,proton,pi+,hermes,NA
30,27.6,0.061098,0.477175,0.532997,1.509975,0.303250,M_Hermes,0.567887,0.012509,0.000000,0.050722,proton,pi+,hermes,NA
31,27.6,0.061098,0.477175,0.533754,1.509975,0.402249,M_Hermes,0.631112,0.013827,0.000000,0.053084,proton,pi+,hermes,NA
32,27.6,0.061098,0.477175,0.693361,1.509975,0.103742,M_Hermes,0.071583,0.002522,0.000000,0.008955,proton,pi+,hermes,NA
33,27.6,0.061098,0.477175,0.693090,1.509975,0.204069,M_Hermes,0.180502,0.004911,0.000000,0.015195,proton,pi+,hermes,NA
34,27.6,0.061098,0.477175,0.689067,1.509975,0.302661,M_Hermes,0.245109,0.005816,0.000000,0.021911,proton,pi+,hermes,NA
35,27.6,0.061098,0.477175,0.688885,1.509975,0.400979,M_Hermes,0.277345,0.006654,0.000000,0.026471,proton,pi+,hermes,NA
36,27.6,0.061098,0.477175,0.688057,1.509975,0.522872,M_Hermes,0.262636,0.005152,0.000000,0.021945,proton,pi+,hermes,NA
37,27.6,0.061098,0.477175,0.891222,1.509975,0.101784,M_Hermes,0.030319,0.000987,0.000000,0.003799,proton,pi+,hermes,NA
38,27.6,0.061098,0.477175,0.891184,1.509975,0.202853,M_Hermes,0.056738,0.001890,0.000000,0.004818,proton,pi+,hermes,NA
39,27.6,0.061098,0.477175,0.883012,1.509975,0.302917,M_Hermes,0.063463,0.002106,0.000000,0.005729,proton,pi+,hermes,NA
40,27.6,0.061098,0.477175,0.877764,1.509975,0.398702,M_Hermes,0.057670,0.002162,0.000000,0.005705,proton,pi+,hermes,NA
41,27.6,0.061098,0.477175,0.873249,1.509975,0.522106,M_Hermes,0.048457,0.001687,0.000000,0.004127,proton,pi+,hermes,NA
42,27.6,0.061098,0.477175,0.869648,1.509975,0.688098,M_Hermes,0.038995,0.001503,0.000000,0.002877,proton,pi+,hermes,NA
43,27.6,0.095738,0.367180,0.274631,1.820673,0.101851,M_Hermes,1.245694,0.023008,0.000000,0.048008,proton,pi+,hermes,NA
44,27.6,0.095738,0.367180,0.334259,1.820673,0.100382,M_Hermes,0.782808,0.013468,0.000000,0.059514,proton,pi+,hermes,NA
45,27.6,0.095738,0.367180,0.334318,1.820673,0.203484,M_Hermes,1.673167,0.026323,0.000000,0.050298,proton,pi+,hermes,NA
46,27.6,0.095738,0.367180,0.419518,1.820673,0.100453,M_Hermes,0.434911,0.008927,0.000000,0.043128,proton,pi+,hermes,NA
47,27.6,0.095738,0.367180,0.420293,1.820673,0.203682,M_Hermes,0.966070,0.016586,0.000000,0.051753,proton,pi+,hermes,NA
48,27.6,0.095738,0.367180,0.421111,1.820673,0.301003,M_Hermes,1.163802,0.020333,0.000000,0.065474,proton,pi+,hermes,NA
49,27.6,0.095738,0.367180,0.533230,1.820673,0.102859,M_Hermes,0.219937,0.005574,0.000000,0.021191,proton,pi+,hermes,NA
50,27.6,0.095738,0.367180,0.531502,1.820673,0.203433,M_Hermes,0.474334,0.010365,0.000000,0.033061,proton,pi+,hermes,NA
51,27.6,0.095738,0.367180,0.531466,1.820673,0.302075,M_Hermes,0.585467,0.012531,0.000000,0.041901,proton,pi+,hermes,NA
52,27.6,0.095738,0.367180,0.532744,1.820673,0.400492,M_Hermes,0.653001,0.014232,0.000000,0.045002,proton,pi+,hermes,NA
53,27.6,0.095738,0.367180,0.696049,1.820673,0.101383,M_Hermes,0.092080,0.003236,0.000000,0.009732,proton,pi+,hermes,NA
54,27.6,0.095738,0.367180,0.694509,1.820673,0.203476,M_Hermes,0.216994,0.006198,0.000000,0.014296,proton,pi+,hermes,NA
55,27.6,0.095738,0.367180,0.693917,1.820673,0.301132,M_Hermes,0.290837,0.007392,0.000000,0.024854,proton,pi+,hermes,NA
56,27.6,0.095738,0.367180,0.690571,1.820673,0.399530,M_Hermes,0.310084,0.007716,0.000000,0.029810,proton,pi+,hermes,NA
57,27.6,0.095738,0.367180,0.690376,1.820673,0.522832,M_Hermes,0.317568,0.006440,0.000000,0.026386,proton,pi+,hermes,NA
58,27.6,0.095738,0.367180,0.897135,1.820673,0.199139,M_Hermes,0.105178,0.003083,0.000000,0.006695,proton,pi+,hermes,NA
59,27.6,0.095738,0.367180,0.888629,1.820673,0.297853,M_Hermes,0.107947,0.003212,0.000000,0.009062,proton,pi+,hermes,NA
60,27.6,0.095738,0.367180,0.884336,1.820673,0.400931,M_Hermes,0.084083,0.002957,0.000000,0.007897,proton,pi+,hermes,NA
61,27.6,0.095738,0.367180,0.874884,1.820673,0.518897,M_Hermes,0.066649,0.002076,0.000000,0.005303,proton,pi+,hermes,NA
62,27.6,0.095738,0.367180,0.866452,1.820673,0.688275,M_Hermes,0.050769,0.001754,0.000000,0.002556,proton,pi+,hermes,NA
63,27.6,0.152207,0.364756,0.223307,2.875440,0.101615,M_Hermes,1.847455,0.034333,0.000000,0.107259,proton,pi+,hermes,NA
64,27.6,0.152207,0.364756,0.223556,2.875440,0.203259,M_Hermes,3.776470,0.070890,0.000000,0.196609,proton,pi+,hermes,NA
65,27.6,0.152207,0.364756,0.273039,2.875440,0.101999,M_Hermes,1.251476,0.027120,0.000000,0.072293,proton,pi+,hermes,NA
66,27.6,0.152207,0.364756,0.273649,2.875440,0.203633,M_Hermes,2.677037,0.051858,0.000000,0.096666,proton,pi+,hermes,NA
67,27.6,0.152207,0.364756,0.334633,2.875440,0.100006,M_Hermes,0.779853,0.016149,0.000000,0.045583,proton,pi+,hermes,NA
68,27.6,0.152207,0.364756,0.333942,2.875440,0.202866,M_Hermes,1.657596,0.030361,0.000000,0.041680,proton,pi+,hermes,NA
69,27.6,0.152207,0.364756,0.334486,2.875440,0.300553,M_Hermes,2.100811,0.039123,0.000000,0.055599,proton,pi+,hermes,NA
70,27.6,0.152207,0.364756,0.420023,2.875440,0.100104,M_Hermes,0.454360,0.010499,0.000000,0.038073,proton,pi+,hermes,NA
71,27.6,0.152207,0.364756,0.419780,2.875440,0.202484,M_Hermes,0.922215,0.018849,0.000000,0.031549,proton,pi+,hermes,NA
72,27.6,0.152207,0.364756,0.420673,2.875440,0.301108,M_Hermes,1.152623,0.023396,0.000000,0.045489,proton,pi+,hermes,NA
73,27.6,0.152207,0.364756,0.420191,2.875440,0.399134,M_Hermes,1.236020,0.027546,0.000000,0.048428,proton,pi+,hermes,NA
74,27.6,0.152207,0.364756,0.530722,2.875440,0.101443,M_Hermes,0.211983,0.006890,0.000000,0.017538,proton,pi+,hermes,NA
75,27.6,0.152207,0.364756,0.532075,2.875440,0.202201,M_Hermes,0.479472,0.013125,0.000000,0.024716,proton,pi+,hermes,NA
76,27.6,0.152207,0.364756,0.531370,2.875440,0.301920,M_Hermes,0.572905,0.015275,0.000000,0.031541,proton,pi+,hermes,NA
77,27.6,0.152207,0.364756,0.531525,2.875440,0.399821,M_Hermes,0.628578,0.017239,0.000000,0.033840,proton,pi+,hermes,NA
78,27.6,0.152207,0.364756,0.531672,2.875440,0.521136,M_Hermes,0.588436,0.013838,0.000000,0.028565,proton,pi+,hermes,NA
79,27.6,0.152207,0.364756,0.696665,2.875440,0.102040,M_Hermes,0.093762,0.004357,0.000000,0.008094,proton,pi+,hermes,NA
80,27.6,0.152207,0.364756,0.692273,2.875440,0.201940,M_Hermes,0.215220,0.008342,0.000000,0.009915,proton,pi+,hermes,NA
81,27.6,0.152207,0.364756,0.693067,2.875440,0.300617,M_Hermes,0.271313,0.009323,0.000000,0.019942,proton,pi+,hermes,NA
82,27.6,0.152207,0.364756,0.691608,2.875440,0.399034,M_Hermes,0.273736,0.009702,0.000000,0.022181,proton,pi+,hermes,NA
83,27.6,0.152207,0.364756,0.687712,2.875440,0.520763,M_Hermes,0.260406,0.007091,0.000000,0.018494,proton,pi+,hermes,NA
84,27.6,0.152207,0.364756,0.689170,2.875440,0.688236,M_Hermes,0.213146,0.005994,0.000000,0.009486,proton,pi+,hermes,NA
85,27.6,0.253881,0.398601,0.141228,5.241270,0.102411,M_Hermes,3.740973,0.091053,0.000000,0.413647,proton,pi+,hermes,NA
86,27.6,0.253881,0.398601,0.223389,5.241270,0.101992,M_Hermes,1.867888,0.053417,0.000000,0.177140,proton,pi+,hermes,NA
87,27.6,0.253881,0.398601,0.223372,5.241270,0.203356,M_Hermes,4.068381,0.108795,0.000000,0.262850,proton,pi+,hermes,NA
88,27.6,0.253881,0.398601,0.223577,5.241270,0.299704,M_Hermes,4.633999,0.144320,0.000000,0.415318,proton,pi+,hermes,NA
89,27.6,0.253881,0.398601,0.273594,5.241270,0.100232,M_Hermes,1.264970,0.043050,0.000000,0.076181,proton,pi+,hermes,NA
90,27.6,0.253881,0.398601,0.273343,5.241270,0.203140,M_Hermes,2.541366,0.079870,0.000000,0.158985,proton,pi+,hermes,NA
91,27.6,0.253881,0.398601,0.273680,5.241270,0.300650,M_Hermes,3.178644,0.102656,0.000000,0.293957,proton,pi+,hermes,NA
92,27.6,0.253881,0.398601,0.274211,5.241270,0.399151,M_Hermes,3.082364,0.117075,0.000000,0.145419,proton,pi+,hermes,NA
93,27.6,0.253881,0.398601,0.334276,5.241270,0.099735,M_Hermes,0.865428,0.027471,0.000000,0.027397,proton,pi+,hermes,NA
94,27.6,0.253881,0.398601,0.334425,5.241270,0.203397,M_Hermes,1.677482,0.048698,0.000000,0.096307,proton,pi+,hermes,NA
95,27.6,0.253881,0.398601,0.334493,5.241270,0.300814,M_Hermes,2.191843,0.060646,0.000000,0.072586,proton,pi+,hermes,NA
96,27.6,0.253881,0.398601,0.334873,5.241270,0.399340,M_Hermes,2.120636,0.068801,0.000000,0.076772,proton,pi+,hermes,NA
97,27.6,0.253881,0.398601,0.335230,5.241270,0.519355,M_Hermes,1.432903,0.050338,0.000000,0.063571,proton,pi+,hermes,NA
98,27.6,0.253881,0.398601,0.419665,5.241270,0.100316,M_Hermes,0.447396,0.017153,0.000000,0.006602,proton,pi+,hermes,NA
99,27.6,0.253881,0.398601,0.419828,5.241270,0.202974,M_Hermes,0.926374,0.031929,0.000000,0.056432,proton,pi+,hermes,NA
100,27.6,0.253881,0.398601,0.419869,5.241270,0.302474,M_Hermes,1.165386,0.038250,0.000000,0.031111,proton,pi+,hermes,NA
101,27.6,0.253881,0.398601,0.420042,5.241270,0.399129,M_Hermes,1.126414,0.041607,0.000000,0.033380,proton,pi+,hermes,NA
102,27.6,0.253881,0.398601,0.420067,5.241270,0.519097,M_Hermes,0.946506,0.032053,0.000000,0.035072,proton,pi+,hermes,NA
103,27.6,0.253881,0.398601,0.421157,5.241270,0.685180,M_Hermes,0.501251,0.022234,0.000000,0.037109,proton,pi+,hermes,NA
104,27.6,0.253881,0.398601,0.528887,5.241270,0.101233,M_Hermes,0.207764,0.011536,0.000000,0.008860,proton,pi+,hermes,NA
105,27.6,0.253881,0.398601,0.531788,5.241270,0.202295,M_Hermes,0.458751,0.021815,0.000000,0.025255,proton,pi+,hermes,NA
106,27.6,0.253881,0.398601,0.529921,5.241270,0.300754,M_Hermes,0.561045,0.026051,0.000000,0.047063,proton,pi+,hermes,NA
107,27.6,0.253881,0.398601,0.531077,5.241270,0.399882,M_Hermes,0.553856,0.027082,0.000000,0.020584,proton,pi+,hermes,NA
108,27.6,0.253881,0.398601,0.531756,5.241270,0.521240,M_Hermes,0.568173,0.020484,0.000000,0.023038,proton,pi+,hermes,NA
109,27.6,0.253881,0.398601,0.533450,5.241270,0.686436,M_Hermes,0.319727,0.014628,0.000000,0.016084,proton,pi+,hermes,NA
110,27.6,0.253881,0.398601,0.687514,5.241270,0.099395,M_Hermes,0.096042,0.007356,0.000000,0.003077,proton,pi+,hermes,NA
111,27.6,0.253881,0.398601,0.687452,5.241270,0.202639,M_Hermes,0.228971,0.014373,0.000000,0.016911,proton,pi+,hermes,NA
112,27.6,0.253881,0.398601,0.689832,5.241270,0.300819,M_Hermes,0.267942,0.016748,0.000000,0.014588,proton,pi+,hermes,NA
113,27.6,0.253881,0.398601,0.689540,5.241270,0.399882,M_Hermes,0.261427,0.016833,0.000000,0.011485,proton,pi+,hermes,NA
114,27.6,0.253881,0.398601,0.688711,5.241270,0.521144,M_Hermes,0.249107,0.011326,0.000000,0.011026,proton,pi+,hermes,NA
115,27.6,0.253881,0.398601,0.687731,5.241270,0.689575,M_Hermes,0.160701,0.007610,0.000000,0.006578,proton,pi+,hermes,NA
116,27.6,0.253881,0.398601,0.688293,5.241270,0.934983,M_Hermes,0.059200,0.003305,0.000000,0.002316,proton,pi+,hermes,NA
117,27.6,0.410056,0.433812,0.141085,9.213259,0.104772,M_Hermes,3.925140,0.321346,0.000000,0.431763,proton,pi+,hermes,NA
118,27.6,0.410056,0.433812,0.141572,9.213259,0.205772,M_Hermes,9.540543,0.791250,0.000000,1.286004,proton,pi+,hermes,NA
119,27.6,0.410056,0.433812,0.222851,9.213259,0.100477,M_Hermes,1.840735,0.176731,0.000000,0.180551,proton,pi+,hermes,NA
120,27.6,0.410056,0.433812,0.223996,9.213259,0.203014,M_Hermes,4.136082,0.329831,0.000000,0.286148,proton,pi+,hermes,NA
121,27.6,0.410056,0.433812,0.223413,9.213259,0.300449,M_Hermes,5.950523,0.437974,0.000000,0.554320,proton,pi+,hermes,NA
122,27.6,0.410056,0.433812,0.224248,9.213259,0.398581,M_Hermes,4.311620,0.456718,0.000000,0.468969,proton,pi+,hermes,NA
123,27.6,0.410056,0.433812,0.275316,9.213259,0.101108,M_Hermes,1.348901,0.147495,0.000000,0.081283,proton,pi+,hermes,NA
124,27.6,0.410056,0.433812,0.273139,9.213259,0.205864,M_Hermes,2.791774,0.261318,0.000000,0.179855,proton,pi+,hermes,NA
125,27.6,0.410056,0.433812,0.273430,9.213259,0.302163,M_Hermes,3.574890,0.328439,0.000000,0.334173,proton,pi+,hermes,NA
126,27.6,0.410056,0.433812,0.272801,9.213259,0.396519,M_Hermes,3.050111,0.352219,0.000000,0.156069,proton,pi+,hermes,NA
127,27.6,0.410056,0.433812,0.273561,9.213259,0.517461,M_Hermes,2.071449,0.243543,0.000000,0.126630,proton,pi+,hermes,NA
128,27.6,0.410056,0.433812,0.333717,9.213259,0.108282,M_Hermes,0.826176,0.088631,0.000000,0.020488,proton,pi+,hermes,NA
129,27.6,0.410056,0.433812,0.335785,9.213259,0.203657,M_Hermes,1.662614,0.156691,0.000000,0.098911,proton,pi+,hermes,NA
130,27.6,0.410056,0.433812,0.336851,9.213259,0.299879,M_Hermes,2.102054,0.196828,0.000000,0.080356,proton,pi+,hermes,NA
131,27.6,0.410056,0.433812,0.333489,9.213259,0.399730,M_Hermes,2.136841,0.211448,0.000000,0.096492,proton,pi+,hermes,NA
132,27.6,0.410056,0.433812,0.334522,9.213259,0.519943,M_Hermes,1.696654,0.155588,0.000000,0.080841,proton,pi+,hermes,NA
133,27.6,0.410056,0.433812,0.336833,9.213259,0.677840,M_Hermes,0.834508,0.104635,0.000000,0.068540,proton,pi+,hermes,NA
134,27.6,0.410056,0.433812,0.422048,9.213259,0.102842,M_Hermes,0.349729,0.053417,0.000000,0.007678,proton,pi+,hermes,NA
135,27.6,0.410056,0.433812,0.420310,9.213259,0.201910,M_Hermes,0.927841,0.110282,0.000000,0.056755,proton,pi+,hermes,NA
136,27.6,0.410056,0.433812,0.418833,9.213259,0.304365,M_Hermes,1.451229,0.134618,0.000000,0.041583,proton,pi+,hermes,NA
137,27.6,0.410056,0.433812,0.419638,9.213259,0.399005,M_Hermes,1.161587,0.136121,0.000000,0.038526,proton,pi+,hermes,NA
138,27.6,0.410056,0.433812,0.422606,9.213259,0.517381,M_Hermes,0.824126,0.095034,0.000000,0.030522,proton,pi+,hermes,NA
139,27.6,0.410056,0.433812,0.420818,9.213259,0.679852,M_Hermes,0.571608,0.069942,0.000000,0.041533,proton,pi+,hermes,NA
140,27.6,0.410056,0.433812,0.424947,9.213259,0.892114,M_Hermes,0.115643,0.021882,0.000000,0.008422,proton,pi+,hermes,NA
141,27.6,0.410056,0.433812,0.532178,9.213259,0.098851,M_Hermes,0.180729,0.037715,0.000000,0.008496,proton,pi+,hermes,NA
142,27.6,0.410056,0.433812,0.531863,9.213259,0.204123,M_Hermes,0.597610,0.082507,0.000000,0.034137,proton,pi+,hermes,NA
143,27.6,0.409992,0.433856,0.531947,9.212750,0.300360,M_Hermes,0.585843,0.098961,0.000000,0.025228,proton,pi+,hermes,NA
144,27.6,0.410056,0.433812,0.529575,9.213259,0.399911,M_Hermes,0.686317,0.099216,0.000000,0.028164,proton,pi+,hermes,NA
145,27.6,0.410056,0.433812,0.533517,9.213259,0.517732,M_Hermes,0.571974,0.064490,0.000000,0.017548,proton,pi+,hermes,NA
146,27.6,0.410056,0.433812,0.536388,9.213259,0.688157,M_Hermes,0.167522,0.037296,0.000000,0.007490,proton,pi+,hermes,NA
147,27.6,0.410056,0.433812,0.542385,9.213259,0.895151,M_Hermes,0.071367,0.014683,0.000000,0.003278,proton,pi+,hermes,NA
148,27.6,0.410056,0.433812,0.691839,9.213259,0.093571,M_Hermes,0.100617,0.023422,0.000000,0.003346,proton,pi+,hermes,NA
149,27.6,0.410056,0.433812,0.687747,9.213259,0.200754,M_Hermes,0.150826,0.046296,0.000000,0.011214,proton,pi+,hermes,NA
150,27.6,0.410056,0.433812,0.690360,9.213259,0.303243,M_Hermes,0.298211,0.056427,0.000000,0.016193,proton,pi+,hermes,NA
151,27.6,0.410056,0.433812,0.690073,9.213259,0.400910,M_Hermes,0.226366,0.054948,0.000000,0.009449,proton,pi+,hermes,NA
152,27.6,0.410056,0.433812,0.685771,9.213259,0.517345,M_Hermes,0.258139,0.036980,0.000000,0.010456,proton,pi+,hermes,NA
153,27.6,0.410056,0.433812,0.679587,9.213259,0.684156,M_Hermes,0.162451,0.023022,0.000000,0.006710,proton,pi+,hermes,NA
154,27.6,0.410056,0.433812,0.697466,9.213259,0.928465,M_Hermes,0.061389,0.009202,0.000000,0.002476,proton,pi+,hermes,NA
