i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,27.6,0.098000,0.481000,0.367000,2.451000,0.352000,AUT,0.010300,0.008200,0.000000,0.003100,proton,pi-,hermes,x
1,27.6,0.133000,0.462000,0.369000,3.192000,0.344000,AUT,-0.005300,0.007900,0.000000,0.002500,proton,pi-,hermes,x
2,27.6,0.186000,0.447000,0.367000,4.291000,0.340000,AUT,0.020400,0.010800,0.000000,0.001600,proton,pi-,hermes,x
