i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,160.0,0.051800,0.320000,0.320000,3.880000,0.500000,AUT,0.015400,0.005000,0.000000,0.000000,proton,h+,compass,z
1,160.0,0.052500,0.310000,0.370000,3.880000,0.520000,AUT,0.010000,0.005800,0.000000,0.000000,proton,h+,compass,z
2,160.0,0.053100,0.310000,0.450000,3.870000,0.550000,AUT,0.029100,0.005000,0.000000,0.000000,proton,h+,compass,z
3,160.0,0.053300,0.300000,0.570000,3.820000,0.590000,AUT,0.036300,0.005700,0.000000,0.000000,proton,h+,compass,z
4,160.0,0.051800,0.300000,0.720000,3.630000,0.600000,AUT,0.043400,0.008100,0.000000,0.000000,proton,h+,compass,z
