i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,160.0,0.041000,0.290000,0.350000,3.050000,0.154000,AUT,0.005765,0.011176,0.000000,0.000000,deuteron,pi-,compass,PT
1,160.0,0.040000,0.300000,0.350000,3.000000,0.252000,AUT,-0.009825,0.009216,0.000000,0.000000,deuteron,pi-,compass,PT
2,160.0,0.039000,0.310000,0.350000,3.010000,0.349000,AUT,-0.014579,0.008876,0.000000,0.000000,deuteron,pi-,compass,PT
3,160.0,0.039000,0.320000,0.350000,3.080000,0.448000,AUT,-0.018333,0.009544,0.000000,0.000000,deuteron,pi-,compass,PT
