i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,160.0,0.062900,0.230000,0.370000,4.340000,0.500000,AUT,0.031300,0.005000,0.000000,0.000000,proton,h+,compass,x
1,160.0,0.101100,0.220000,0.370000,6.750000,0.500000,AUT,0.025600,0.005900,0.000000,0.000000,proton,h+,compass,x
2,160.0,0.162600,0.220000,0.370000,10.530000,0.500000,AUT,0.038300,0.007300,0.000000,0.000000,proton,h+,compass,x
