Q2	x	y	z	pT	obs	target	hadron	value	error
1.95	0.026	0.34	0.14	0.41	AUTsivers	proton	h+	0.007	0.002
1.95	0.029	0.32	0.24	0.47	AUTsivers	proton	h+	0.011	0.003
1.96	0.03	0.31	0.35	0.51	AUTsivers	proton	h+	0.011	0.005
1.95	0.03	0.3	0.48	0.55	AUTsivers	proton	h+	0.022	0.005
1.9	0.03	0.29	0.74	0.55	AUTsivers	proton	h+	0.05	0.006999999858114355
4.97	0.067	0.34	0.14	0.4	AUTsivers	proton	h+	0.01	0.006000000115885416
4.97	0.072	0.32	0.24	0.46	AUTsivers	proton	h+	0.023	0.008
4.97	0.075	0.3	0.35	0.51	AUTsivers	proton	h+	0.032	0.012000000231770832
4.97	0.077	0.3	0.48	0.57	AUTsivers	proton	h+	0.02	0.01200000019050933
4.97	0.079	0.29	0.73	0.62	AUTsivers	proton	h+	0.05	0.01799999988490336
9.37	0.119	0.35	0.14	0.4	AUTsivers	proton	h+	0.011	0.006000000115885416
9.39	0.127	0.33	0.24	0.46	AUTsivers	proton	h+	0.018	0.007999999832393061
9.39	0.132	0.32	0.35	0.52	AUTsivers	proton	h+	0.023	0.011000000127080726
9.41	0.136	0.31	0.48	0.58	AUTsivers	proton	h+	0.047	0.012000000231770832
9.38	0.141	0.3	0.72	0.66	AUTsivers	proton	h+	0.055	0.01799999988490336
26.25	0.231	0.45	0.14	0.42	AUTsivers	proton	h+	0.024	0.011000000127080726
26.22	0.241	0.44	0.24	0.5	AUTsivers	proton	h+	0.022	0.015000000069240835
26.22	0.248	0.43	0.35	0.57	AUTsivers	proton	h+	-0.003	0.021000000038332953
26.25	0.257	0.42	0.48	0.67	AUTsivers	proton	h+	0.033	0.022000000248826566
26.29	0.275	0.4	0.72	0.85	AUTsivers	proton	h+	0.09	0.03299999996464438
