# Q2	x	y	z	pT	obs	target	hadron	value	stat	systrel	systabs
1.0745E+00	6.5521E-02	7.9572E-01	3.2259E-01	3.3871E-01	AUT	neutron	pi+	0.0000E+00	2.1570E-03	7.0207E-02	1.0850E-03
1.1634E+00	7.4191E-02	7.5977E-01	3.2674E-01	3.2599E-01	AUT	neutron	pi+	0.0000E+00	2.1660E-03	7.0207E-02	1.0980E-03
1.2761E+00	8.2020E-02	7.5374E-01	3.2739E-01	3.2107E-01	AUT	neutron	pi+	0.0000E+00	2.1400E-03	7.0207E-02	1.1090E-03
1.4021E+00	9.0787E-02	7.4824E-01	3.2790E-01	3.1621E-01	AUT	neutron	pi+	0.0000E+00	2.1860E-03	7.0207E-02	1.1220E-03
1.5452E+00	1.0108E-01	7.4063E-01	3.2877E-01	3.1033E-01	AUT	neutron	pi+	0.0000E+00	2.1470E-03	7.0207E-02	1.1390E-03
1.7272E+00	1.1451E-01	7.3088E-01	3.3020E-01	3.0296E-01	AUT	neutron	pi+	0.0000E+00	2.1740E-03	7.0207E-02	1.1620E-03
1.8994E+00	1.2968E-01	7.1015E-01	3.3486E-01	2.9446E-01	AUT	neutron	pi+	0.0000E+00	3.0600E-03	7.0207E-02	1.1890E-03
1.0490E+00	6.1084E-02	8.3263E-01	3.2309E-01	5.0121E-01	AUT	neutron	pi+	0.0000E+00	2.0680E-03	7.0207E-02	1.0780E-03
1.0937E+00	6.6648E-02	7.9512E-01	3.2406E-01	4.9790E-01	AUT	neutron	pi+	0.0000E+00	2.1780E-03	7.0207E-02	1.0860E-03
1.1397E+00	7.0994E-02	7.7780E-01	3.2590E-01	4.9568E-01	AUT	neutron	pi+	0.0000E+00	2.1600E-03	7.0207E-02	1.0930E-03
1.2012E+00	7.5549E-02	7.7026E-01	3.2674E-01	4.9432E-01	AUT	neutron	pi+	0.0000E+00	2.1790E-03	7.0207E-02	1.1000E-03
1.2758E+00	8.0723E-02	7.6567E-01	3.2702E-01	4.9333E-01	AUT	neutron	pi+	0.0000E+00	2.1970E-03	7.0207E-02	1.1070E-03
1.3641E+00	8.6891E-02	7.6059E-01	3.2735E-01	4.9212E-01	AUT	neutron	pi+	0.0000E+00	2.2140E-03	7.0207E-02	1.1160E-03
1.4707E+00	9.4510E-02	7.5393E-01	3.2789E-01	4.9017E-01	AUT	neutron	pi+	0.0000E+00	2.2750E-03	7.0207E-02	1.1280E-03
1.6021E+00	1.0411E-01	7.4556E-01	3.2874E-01	4.8773E-01	AUT	neutron	pi+	0.0000E+00	2.4640E-03	7.0207E-02	1.1440E-03
1.7905E+00	1.1843E-01	7.3270E-01	3.3052E-01	4.8466E-01	AUT	neutron	pi+	0.0000E+00	2.6690E-03	7.0207E-02	1.1690E-03
1.9348E+00	1.3425E-01	6.9850E-01	3.3805E-01	4.8287E-01	AUT	neutron	pi+	0.0000E+00	9.1830E-03	7.0207E-02	1.1980E-03
1.0911E+00	6.5070E-02	8.1395E-01	3.2653E-01	6.6866E-01	AUT	neutron	pi+	0.0000E+00	2.0790E-03	7.0207E-02	1.0840E-03
1.2771E+00	8.0203E-02	7.7178E-01	3.2872E-01	6.6912E-01	AUT	neutron	pi+	0.0000E+00	2.1110E-03	7.0207E-02	1.1070E-03
1.6316E+00	1.0668E-01	7.4255E-01	3.3069E-01	6.7112E-01	AUT	neutron	pi+	0.0000E+00	2.2380E-03	7.0207E-02	1.1490E-03
1.0838E+00	6.9491E-02	7.5741E-01	3.7176E-01	3.3861E-01	AUT	neutron	pi+	0.0000E+00	2.5390E-03	7.0207E-02	1.0940E-03
1.1407E+00	7.8535E-02	7.0383E-01	3.7362E-01	3.1884E-01	AUT	neutron	pi+	0.0000E+00	2.2240E-03	7.0207E-02	1.1080E-03
1.2051E+00	8.4643E-02	6.8975E-01	3.7544E-01	3.1245E-01	AUT	neutron	pi+	0.0000E+00	2.2970E-03	7.0207E-02	1.1170E-03
1.2851E+00	9.0684E-02	6.8654E-01	3.7564E-01	3.0873E-01	AUT	neutron	pi+	0.0000E+00	2.1930E-03	7.0207E-02	1.1270E-03
1.3723E+00	9.7315E-02	6.8315E-01	3.7578E-01	3.0505E-01	AUT	neutron	pi+	0.0000E+00	2.1600E-03	7.0207E-02	1.1370E-03
1.4633E+00	1.0416E-01	6.8061E-01	3.7599E-01	3.0112E-01	AUT	neutron	pi+	0.0000E+00	2.2630E-03	7.0207E-02	1.1490E-03
1.5582E+00	1.1144E-01	6.7738E-01	3.7610E-01	2.9716E-01	AUT	neutron	pi+	0.0000E+00	2.2290E-03	7.0207E-02	1.1610E-03
1.6610E+00	1.1943E-01	6.7378E-01	3.7627E-01	2.9299E-01	AUT	neutron	pi+	0.0000E+00	2.2990E-03	7.0207E-02	1.1750E-03
