Q2	x	y	z	pT	obs	target	hadron	value	error
1.93	0.028	0.32	0.23	0.21	AUTsivers	proton	h-	0.003	0.003
1.93	0.027	0.33	0.24	0.39	AUTsivers	proton	h-	-0.003	0.003
1.94	0.026	0.35	0.27	0.61	AUTsivers	proton	h-	0.003	0.003999999794250119
1.94	0.024	0.38	0.3	0.85	AUTsivers	proton	h-	0.009	0.006999999858114355
1.96	0.021	0.42	0.34	1.25	AUTsivers	proton	h-	-0.009	0.009000000171513109
4.96	0.072	0.31	0.21	0.21	AUTsivers	proton	h-	0.008	0.007999999832393061
4.96	0.069	0.33	0.23	0.39	AUTsivers	proton	h-	0.017	0.007999999832393061
4.96	0.065	0.35	0.26	0.61	AUTsivers	proton	h-	0.02	0.01000000002461005
4.96	0.06	0.37	0.3	0.85	AUTsivers	proton	h-	-0.002	0.016999999999999998
4.96	0.052	0.42	0.34	1.25	AUTsivers	proton	h-	0.014	0.023000000195917913
9.31	0.128	0.33	0.21	0.21	AUTsivers	proton	h-	0.012	0.007999999832393061
9.32	0.122	0.34	0.22	0.39	AUTsivers	proton	h-	0.021	0.007999999832393061
9.36	0.115	0.36	0.26	0.61	AUTsivers	proton	h-	0.008	0.01000000002461005
9.4	0.106	0.39	0.3	0.85	AUTsivers	proton	h-	0.019	0.015999999873740497
9.46	0.093	0.44	0.35	1.26	AUTsivers	proton	h-	0.011	0.02300000015229324
25.66	0.235	0.44	0.2	0.21	AUTsivers	proton	h-	0.017	0.01600000014890903
25.9	0.233	0.45	0.21	0.4	AUTsivers	proton	h-	0.27	0.015000000069240835
26.29	0.232	0.46	0.24	0.61	AUTsivers	proton	h-	0.014	0.01799999988490336
26.77	0.232	0.47	0.29	0.86	AUTsivers	proton	h-	-0.006	0.02900000018662567
27.7	0.246	0.48	0.37	1.31	AUTsivers	proton	h-	0.04	0.03600000017187535
