Q2	x	y	z	pT	obs	target	hadron	value	error
1.94	0.03	0.31	0.23	0.21	AUTsivers	proton	h+	0.009	0.003
1.94	0.029	0.32	0.25	0.39	AUTsivers	proton	h+	0.013	0.003
1.95	0.027	0.33	0.28	0.61	AUTsivers	proton	h+	0.014	0.003999999794250119
1.95	0.025	0.36	0.32	0.85	AUTsivers	proton	h+	0.014	0.006000000115885416
1.97	0.022	0.41	0.35	1.25	AUTsivers	proton	h+	0.018	0.007999999832393061
4.97	0.076	0.3	0.22	0.21	AUTsivers	proton	h+	0.005	0.006999999858114355
4.97	0.073	0.31	0.24	0.39	AUTsivers	proton	h+	0.016	0.006999999858114355
4.97	0.069	0.33	0.28	0.61	AUTsivers	proton	h+	0.031	0.009000000171513109
4.97	0.063	0.35	0.33	0.85	AUTsivers	proton	h+	0.028	0.013999999843110856
4.97	0.055	0.4	0.37	1.26	AUTsivers	proton	h+	0.066	0.0200000000492201
9.35	0.133	0.31	0.22	0.21	AUTsivers	proton	h+	0.013	0.006999999858114355
9.37	0.128	0.33	0.24	0.39	AUTsivers	proton	h+	0.013	0.006999999858114355
9.4	0.122	0.34	0.28	0.61	AUTsivers	proton	h+	0.037	0.008
9.44	0.114	0.37	0.33	0.85	AUTsivers	proton	h+	0.027	0.014000000231307463
9.55	0.1	0.42	0.38	1.27	AUTsivers	proton	h+	0.023	0.018999999832867397
25.72	0.24	0.43	0.21	0.21	AUTsivers	proton	h+	0.012	0.014000000231307463
25.97	0.239	0.44	0.23	0.4	AUTsivers	proton	h+	0.023	0.013000000000000001
26.35	0.238	0.44	0.27	0.61	AUTsivers	proton	h+	0.033	0.015000000069240835
26.92	0.241	0.45	0.33	0.86	AUTsivers	proton	h+	0.045	0.023999999981302086
28.11	0.253	0.47	0.42	1.33	AUTsivers	proton	h+	0.028	0.027999999904114288
