Q2	x	y	z	pT	obs	target	hadron	value	error
5.9132	0.3748	0.7643151615324384	0.331	0.1776	AUTsivers	neutron	pi-	0	0.0553
7.0178	0.4568	0.7442594891657395	0.3388	0.1595	AUTsivers	neutron	pi-	0	0.0192
8.1393	0.5488	0.7184928357427114	0.3423	0.1409	AUTsivers	neutron	pi-	0	0.0156
9.1904	0.6444	0.6909209647900307	0.3436	0.129	AUTsivers	neutron	pi-	0	0.0197
4.5396	0.2625	0.8377950079166147	0.331	0.3557	AUTsivers	neutron	pi-	0	0.0116
5.8208	0.3518	0.8015605431950402	0.339	0.3261	AUTsivers	neutron	pi-	0	0.0072
7.0679	0.4469	0.7661777402191972	0.3422	0.3095	AUTsivers	neutron	pi-	0	0.0071
8.2295	0.5438	0.7331346314311659	0.344	0.301	AUTsivers	neutron	pi-	0	0.0093
9.3146	0.6408	0.7041921754547896	0.3456	0.2929	AUTsivers	neutron	pi-	0	0.0156
5.7945	0.3457	0.8120187852062816	0.3439	0.4927	AUTsivers	neutron	pi-	0	0.0053
7.0933	0.4425	0.7765770318669243	0.3473	0.4823	AUTsivers	neutron	pi-	0	0.0075
8.3085	0.5401	0.745243051710374	0.3502	0.4744	AUTsivers	neutron	pi-	0	0.0136
9.4072	0.6387	0.7135311703296704	0.3513	0.4712	AUTsivers	neutron	pi-	0	0.0322
8.3874	0.5386	0.754415312624181	0.3599	0.6572	AUTsivers	neutron	pi-	0	0.0521
6.9959	0.4626	0.7326346473412358	0.44	0.1608	AUTsivers	neutron	pi-	0	0.0352
8.1031	0.5508	0.7126999947746182	0.4426	0.1411	AUTsivers	neutron	pi-	0	0.0229
9.1638	0.6452	0.6880670042510992	0.4436	0.1292	AUTsivers	neutron	pi-	0	0.0265
4.6949	0.2787	0.8160915221814685	0.4279	0.3698	AUTsivers	neutron	pi-	0	0.0522
5.845	0.3582	0.7905119193814579	0.4379	0.3395	AUTsivers	neutron	pi-	0	0.0151
7.0531	0.4491	0.7608279786942802	0.4421	0.3156	AUTsivers	neutron	pi-	0	0.0111
8.2042	0.5452	0.7290039482410261	0.4436	0.3057	AUTsivers	neutron	pi-	0	0.0128
9.2686	0.6419	0.6995137456302327	0.4446	0.2999	AUTsivers	neutron	pi-	0	0.0191
4.4708	0.2562	0.8453870785434264	0.4377	0.5203	AUTsivers	neutron	pi-	0	0.0098
5.8028	0.3481	0.8075753749929311	0.4425	0.5006	AUTsivers	neutron	pi-	0	0.0081
7.0739	0.4451	0.7699292349081506	0.4443	0.494	AUTsivers	neutron	pi-	0	0.0095
8.2599	0.542	0.7382866095279302	0.4461	0.4867	AUTsivers	neutron	pi-	0	0.014
9.3686	0.6386	0.7107146558320652	0.4473	0.4797	AUTsivers	neutron	pi-	0	0.0268
5.7891	0.3447	0.8136155808747283	0.4458	0.6847	AUTsivers	neutron	pi-	0	0.0095
7.0998	0.4412	0.7795789426206805	0.4493	0.6754	AUTsivers	neutron	pi-	0	0.0142
8.3289	0.5393	0.7481810707050109	0.4514	0.6702	AUTsivers	neutron	pi-	0	0.0283
9.4023	0.6299	0.7231226824904577	0.4494	0.6607	AUTsivers	neutron	pi-	0	0.0815
6.9867	0.4673	0.7243122048315411	0.54	0.1612	AUTsivers	neutron	pi-	0	0.0609
8.0725	0.5528	0.7074398305322009	0.5429	0.1401	AUTsivers	neutron	pi-	0	0.0324
9.1399	0.6454	0.6860597989372004	0.5432	0.1298	AUTsivers	neutron	pi-	0	0.0346
5.8775	0.3662	0.7775418731242194	0.5375	0.3473	AUTsivers	neutron	pi-	0	0.0326
7.034	0.4516	0.7545671935469176	0.5419	0.3207	AUTsivers	neutron	pi-	0	0.0174
8.1864	0.5463	0.7259575883796817	0.5432	0.3077	AUTsivers	neutron	pi-	0	0.0174
9.2342	0.6417	0.6971347409886297	0.5434	0.3014	AUTsivers	neutron	pi-	0	0.0245
4.5893	0.2672	0.8320692702379625	0.535	0.5391	AUTsivers	neutron	pi-	0	0.0249
5.8156	0.3513	0.8019843005679221	0.5415	0.5085	AUTsivers	neutron	pi-	0	0.0133
