Q2	x	y	z	pT	obs	target	hadron	value	stat	systrel	systabs
1.166134	0.082098	0.6927479999999999	0.322797	0.134256	AUT	proton	pi-	0.0	0.008536	0.070207	0.008945
1.2992700000000001	0.10254500000000001	0.614397	0.323455	0.12709	AUT	proton	pi-	0.0	0.009347	0.070207	0.008947
1.403829	0.118256	0.5755	0.323758	0.12350499999999999	AUT	proton	pi-	0.0	0.00884	0.070207	0.008934000000000001
1.492292	0.134233	0.538949	0.323982	0.121245	AUT	proton	pi-	0.0	0.008526	0.070207	0.008908
1.5737700000000001	0.15304	0.49871099999999996	0.32437699999999997	0.12042	AUT	proton	pi-	0.0	0.008217	0.070207	0.008860999999999999
1.6747310000000002	0.184817	0.44067	0.32497	0.12373900000000002	AUT	proton	pi-	0.0	0.007262	0.070207	0.008759000000000001
1.820856	0.23557899999999998	0.375485	0.327565	0.129078	AUT	proton	pi-	0.0	0.013977000000000002	0.070207	0.00859
1.10816	0.070491	0.764407	0.323063	0.30435500000000004	AUT	proton	pi-	0.0	0.008551000000000001	0.070207	0.008942
1.209756	0.08391900000000001	0.698818	0.323734	0.299302	AUT	proton	pi-	0.0	0.00834	0.070207	0.008943000000000001
1.303712	0.09539	0.662469	0.323952	0.297052	AUT	proton	pi-	0.0	0.007670999999999999	0.070207	0.008944
1.3945940000000001	0.107233	0.630322	0.324142	0.295592	AUT	proton	pi-	0.0	0.007618000000000001	0.070207	0.008939
1.468316	0.119939	0.5934470000000001	0.32418800000000003	0.294269	AUT	proton	pi-	0.0	0.007573999999999999	0.070207	0.008927
1.530255	0.13431700000000002	0.552312	0.324321	0.293925	AUT	proton	pi-	0.0	0.0072299999999999994	0.070207	0.008904
1.597623	0.153334	0.5054649999999999	0.324546	0.293254	AUT	proton	pi-	0.0	0.00647	0.070207	0.008858
1.6950720000000001	0.189937	0.43470299999999995	0.325237	0.290986	AUT	proton	pi-	0.0	0.00598	0.070207	0.008741
1.853649	0.247047	0.36425	0.329373	0.287071	AUT	proton	pi-	0.0	0.014247999999999999	0.070207	0.008556
1.135335	0.07326	0.75475	0.323991	0.487001	AUT	proton	pi-	0.0	0.009541	0.070207	0.008942
1.2785600000000001	0.09174500000000001	0.675896	0.324229	0.486295	AUT	proton	pi-	0.0	0.007977	0.070207	0.008944
1.4061489999999999	0.109125	0.625029	0.32443299999999997	0.485467	AUT	proton	pi-	0.0	0.007349	0.070207	0.008938
1.520469	0.130681	0.564637	0.324547	0.483732	AUT	proton	pi-	0.0	0.006745	0.070207	0.008909
