# Q2	x	y	z	pT	obs	target	hadron	value	stat	syst
1.2930E+00	3.5000E-02	7.1700E-01	3.5100E-01	5.4000E-01	AUTcollins	proton	pi0	-1.3000E-02	2.1100E-02	3.0000E-03
1.7120E+00	5.5000E-02	5.9900E-01	3.8600E-01	4.5100E-01	AUTcollins	proton	pi0	-3.0000E-03	1.9700E-02	6.5000E-03
2.1840E+00	7.6000E-02	5.5700E-01	4.0600E-01	4.1600E-01	AUTcollins	proton	pi0	-2.1900E-02	2.3700E-02	1.0000E-02
2.7050E+00	9.8000E-02	5.3100E-01	4.1400E-01	3.9200E-01	AUTcollins	proton	pi0	3.1000E-03	2.2300E-02	1.4100E-02
3.5490E+00	1.3300E-01	5.1400E-01	4.2100E-01	3.7200E-01	AUTcollins	proton	pi0	-1.8300E-02	2.0800E-02	2.0200E-02
4.7160E+00	1.8500E-01	4.9100E-01	4.2800E-01	3.6400E-01	AUTcollins	proton	pi0	1.3600E-02	2.7000E-02	2.9300E-02
6.6310E+00	2.7300E-01	4.7000E-01	4.3200E-01	3.7800E-01	AUTcollins	proton	pi0	-6.3900E-02	3.6400E-02	4.4800E-02
