Q2	x	y	z	pT	obs	target	hadron	value	error
2.467	0.102	0.478	0.342	0.111	AUTsivers	proton	k-	0.0117	0.03078262496929071
2.452	0.098	0.516	0.348	0.21	AUTsivers	proton	k-	0.0607	0.032697400508297295
2.457	0.094	0.545	0.351	0.29	AUTsivers	proton	k-	0.019	0.032869438693108224
2.361	0.086	0.576	0.354	0.37	AUTsivers	proton	k-	0.0417	0.0320764711276038
2.293	0.081	0.604	0.352	0.489	AUTsivers	proton	k-	0.0139	0.02352275494069519
2.275	0.076	0.636	0.372	0.673	AUTsivers	proton	k-	0.0149	0.026974246977441278
2.24	0.07	0.678	0.429	0.955	AUTsivers	proton	k-	0.0433	0.0397528615322218
