Q2	x	y	z	pT	obs	target	hadron	value	error
1.27	0.006	0.68	0.25	0.49	AUTsivers	proton	h-	-0.001	0.006000000115885416
1.59	0.011	0.49	0.24	0.48	AUTsivers	proton	h-	0.005	0.004
1.85	0.018	0.35	0.25	0.46	AUTsivers	proton	h-	-0.002	0.003999999794250119
1.95	0.028	0.24	0.26	0.43	AUTsivers	proton	h-	0.002	0.003999999794250119
2.26	0.043	0.18	0.26	0.42	AUTsivers	proton	h-	0.004	0.004
2.9	0.07	0.14	0.26	0.4	AUTsivers	proton	h-	-0.003	0.006000000115885416
3.62	0.11	0.11	0.27	0.38	AUTsivers	proton	h-	0.014	0.0200000000492201
4.5	0.02	0.77	0.23	0.51	AUTsivers	proton	h-	0.031	0.02300000015229324
4.86	0.029	0.58	0.23	0.5	AUTsivers	proton	h-	0.004	0.011000000127080726
4.94	0.044	0.38	0.23	0.47	AUTsivers	proton	h-	0.019	0.01000000002461005
4.98	0.075	0.23	0.24	0.44	AUTsivers	proton	h-	0.005	0.007999999832393061
5.05	0.12	0.14	0.26	0.4	AUTsivers	proton	h-	0.027	0.011000000127080726
5.53	0.163	0.11	0.27	0.38	AUTsivers	proton	h-	0.011	0.018999999832867397
7.1	0.031	0.77	0.23	0.52	AUTsivers	proton	h-	-0.014	0.026999999989731873
8.21	0.046	0.61	0.23	0.5	AUTsivers	proton	h-	0.016	0.013000000000000001
9.15	0.076	0.41	0.23	0.48	AUTsivers	proton	h-	0.003	0.009000000171513109
9.44	0.121	0.26	0.24	0.45	AUTsivers	proton	h-	0.001	0.01000000002461005
9.69	0.176	0.19	0.25	0.42	AUTsivers	proton	h-	0.027	0.01000000002461005
10.8	0.248	0.15	0.26	0.4	AUTsivers	proton	h-	0.051	0.014000000231307463
12.94	0.35	0.12	0.27	0.4	AUTsivers	proton	h-	0.029	0.023000000195917913
18.86	0.084	0.75	0.22	0.52	AUTsivers	proton	h-	-0.037	0.0330000001202463
21.85	0.123	0.6	0.22	0.5	AUTsivers	proton	h-	0.057	0.02300000015229324
24.89	0.178	0.47	0.23	0.49	AUTsivers	proton	h-	-0.005	0.01799999988490336
28.07	0.254	0.37	0.23	0.47	AUTsivers	proton	h-	0.004	0.01800000007128889
31.04	0.388	0.27	0.24	0.47	AUTsivers	proton	h-	0.037	0.015999999873740497
37.7	0.638	0.2	0.28	0.63	AUTsivers	proton	h-	0.048	0.040000000130211114
