# Q2	x	y	z	pT	obs	target	hadron	value	stat	systrel	systabs
1.0781E+00	6.5975E-02	7.9298E-01	3.2278E-01	3.3769E-01	AUT	neutron	pi-	0.0000E+00	2.1670E-03	7.0207E-02	9.8900E-04
1.1899E+00	7.6068E-02	7.5787E-01	3.2677E-01	3.2462E-01	AUT	neutron	pi-	0.0000E+00	1.9670E-03	7.0207E-02	9.8900E-04
1.3431E+00	8.6672E-02	7.5083E-01	3.2745E-01	3.1829E-01	AUT	neutron	pi-	0.0000E+00	1.9120E-03	7.0207E-02	9.9000E-04
1.5228E+00	9.9474E-02	7.4174E-01	3.2848E-01	3.1095E-01	AUT	neutron	pi-	0.0000E+00	1.9330E-03	7.0207E-02	9.9100E-04
1.7535E+00	1.1656E-01	7.2905E-01	3.3032E-01	3.0167E-01	AUT	neutron	pi-	0.0000E+00	1.9270E-03	7.0207E-02	9.9500E-04
1.9252E+00	1.3342E-01	6.9942E-01	3.3732E-01	2.8966E-01	AUT	neutron	pi-	0.0000E+00	4.1890E-03	7.0207E-02	9.9900E-04
1.0547E+00	6.1821E-02	8.2732E-01	3.2283E-01	5.0099E-01	AUT	neutron	pi-	0.0000E+00	1.9460E-03	7.0207E-02	9.8900E-04
1.1123E+00	6.8480E-02	7.8706E-01	3.2471E-01	4.9691E-01	AUT	neutron	pi-	0.0000E+00	1.9670E-03	7.0207E-02	9.8900E-04
1.1849E+00	7.4370E-02	7.7189E-01	3.2645E-01	4.9473E-01	AUT	neutron	pi-	0.0000E+00	1.9360E-03	7.0207E-02	9.9000E-04
1.2824E+00	8.1165E-02	7.6550E-01	3.2688E-01	4.9348E-01	AUT	neutron	pi-	0.0000E+00	1.9810E-03	7.0207E-02	9.9000E-04
1.4016E+00	8.9524E-02	7.5852E-01	3.2736E-01	4.9148E-01	AUT	neutron	pi-	0.0000E+00	2.0110E-03	7.0207E-02	9.9100E-04
1.5604E+00	1.0103E-01	7.4831E-01	3.2831E-01	4.8856E-01	AUT	neutron	pi-	0.0000E+00	2.0500E-03	7.0207E-02	9.9200E-04
1.7989E+00	1.1955E-01	7.2976E-01	3.3107E-01	4.8423E-01	AUT	neutron	pi-	0.0000E+00	2.4360E-03	7.0207E-02	9.9600E-04
1.1123E+00	6.6948E-02	8.0696E-01	3.2688E-01	6.6875E-01	AUT	neutron	pi-	0.0000E+00	1.9170E-03	7.0207E-02	9.8900E-04
1.4046E+00	8.9441E-02	7.6179E-01	3.2909E-01	6.6994E-01	AUT	neutron	pi-	0.0000E+00	1.9040E-03	7.0207E-02	9.9100E-04
1.7963E+00	1.1959E-01	7.2847E-01	3.3229E-01	6.7224E-01	AUT	neutron	pi-	0.0000E+00	3.6230E-03	7.0207E-02	9.9600E-04
1.0969E+00	7.1730E-02	7.4303E-01	3.7191E-01	3.3438E-01	AUT	neutron	pi-	0.0000E+00	2.1290E-03	7.0207E-02	9.8400E-04
1.1811E+00	8.2553E-02	6.9326E-01	3.7475E-01	3.1435E-01	AUT	neutron	pi-	0.0000E+00	1.9260E-03	7.0207E-02	9.8200E-04
1.2921E+00	9.1268E-02	6.8589E-01	3.7556E-01	3.0850E-01	AUT	neutron	pi-	0.0000E+00	1.9150E-03	7.0207E-02	9.8200E-04
1.4110E+00	1.0022E-01	6.8208E-01	3.7573E-01	3.0324E-01	AUT	neutron	pi-	0.0000E+00	1.9320E-03	7.0207E-02	9.8200E-04
1.5421E+00	1.1022E-01	6.7786E-01	3.7596E-01	2.9800E-01	AUT	neutron	pi-	0.0000E+00	1.8760E-03	7.0207E-02	9.8400E-04
1.6911E+00	1.2191E-01	6.7207E-01	3.7620E-01	2.9151E-01	AUT	neutron	pi-	0.0000E+00	1.8810E-03	7.0207E-02	9.8600E-04
1.8353E+00	1.3708E-01	6.4912E-01	3.7795E-01	2.7929E-01	AUT	neutron	pi-	0.0000E+00	1.9030E-03	7.0207E-02	9.9100E-04
1.9369E+00	1.5456E-01	6.0733E-01	3.8704E-01	2.6059E-01	AUT	neutron	pi-	0.0000E+00	5.2160E-03	7.0207E-02	9.9600E-04
1.0714E+00	6.4432E-02	8.0700E-01	3.7284E-01	5.0291E-01	AUT	neutron	pi-	0.0000E+00	1.8800E-03	7.0207E-02	9.8500E-04
1.1321E+00	7.3076E-02	7.5077E-01	3.7329E-01	4.9775E-01	AUT	neutron	pi-	0.0000E+00	1.9230E-03	7.0207E-02	9.8400E-04
1.1888E+00	7.9488E-02	7.2461E-01	3.7434E-01	4.9424E-01	AUT	neutron	pi-	0.0000E+00	1.9920E-03	7.0207E-02	9.8300E-04
1.2684E+00	8.6020E-02	7.1435E-01	3.7512E-01	4.9244E-01	AUT	neutron	pi-	0.0000E+00	2.0010E-03	7.0207E-02	9.8300E-04
1.3680E+00	9.3584E-02	7.0821E-01	3.7531E-01	4.9117E-01	AUT	neutron	pi-	0.0000E+00	2.0510E-03	7.0207E-02	9.8300E-04
1.4876E+00	1.0264E-01	7.0215E-01	3.7551E-01	4.8940E-01	AUT	neutron	pi-	0.0000E+00	2.1070E-03	7.0207E-02	9.8300E-04
1.6357E+00	1.1412E-01	6.9444E-01	3.7580E-01	4.8738E-01	AUT	neutron	pi-	0.0000E+00	2.2460E-03	7.0207E-02	9.8500E-04
1.8212E+00	1.3241E-01	6.6780E-01	3.7751E-01	4.8417E-01	AUT	neutron	pi-	0.0000E+00	2.7930E-03	7.0207E-02	9.9000E-04
1.9853E+00	1.6682E-01	5.7657E-01	3.9714E-01	4.8360E-01	AUT	neutron	pi-	0.0000E+00	3.9024E-01	7.0207E-02	9.9900E-04
1.0950E+00	6.6283E-02	8.0229E-01	3.7468E-01	6.7880E-01	AUT	neutron	pi-	0.0000E+00	1.9320E-03	7.0207E-02	9.8400E-04
1.2268E+00	8.0471E-02	7.3907E-01	3.7565E-01	6.7601E-01	AUT	neutron	pi-	0.0000E+00	1.9380E-03	7.0207E-02	9.8400E-04
1.4419E+00	9.8124E-02	7.1236E-01	3.7642E-01	6.7721E-01	AUT	neutron	pi-	0.0000E+00	1.9310E-03	7.0207E-02	9.8300E-04
1.7502E+00	1.2554E-01	6.7733E-01	3.7747E-01	6.8053E-01	AUT	neutron	pi-	0.0000E+00	2.4200E-03	7.0207E-02	9.8800E-04
1.3681E+00	9.0583E-02	7.4369E-01	3.7867E-01	8.6207E-01	AUT	neutron	pi-	0.0000E+00	2.9310E-03	7.0207E-02	9.8400E-04
1.4888E+00	1.2205E-01	5.9203E-01	4.2556E-01	1.5242E-01	AUT	neutron	pi-	0.0000E+00	2.0830E-03	7.0207E-02	9.7700E-04
1.9001E+00	1.6665E-01	5.5280E-01	4.3140E-01	1.3184E-01	AUT	neutron	pi-	0.0000E+00	5.6240E-03	7.0207E-02	9.9100E-04
1.1166E+00	7.7392E-02	7.0147E-01	4.2232E-01	3.3229E-01	AUT	neutron	pi-	0.0000E+00	2.1500E-03	7.0207E-02	9.7800E-04
1.2211E+00	9.0719E-02	6.5226E-01	4.2315E-01	3.1860E-01	AUT	neutron	pi-	0.0000E+00	1.9020E-03	7.0207E-02	9.7600E-04
1.3359E+00	1.0131E-01	6.3889E-01	4.2424E-01	3.1480E-01	AUT	neutron	pi-	0.0000E+00	1.8440E-03	7.0207E-02	9.7500E-04
1.4680E+00	1.1242E-01	6.3264E-01	4.2489E-01	3.1189E-01	AUT	neutron	pi-	0.0000E+00	1.8460E-03	7.0207E-02	9.7500E-04
1.6184E+00	1.2500E-01	6.2732E-01	4.2499E-01	3.0922E-01	AUT	neutron	pi-	0.0000E+00	1.8600E-03	7.0207E-02	9.7700E-04
1.7585E+00	1.4157E-01	6.0221E-01	4.2573E-01	3.0482E-01	AUT	neutron	pi-	0.0000E+00	1.9080E-03	7.0207E-02	9.8200E-04
1.8876E+00	1.6262E-01	5.6290E-01	4.2938E-01	2.9653E-01	AUT	neutron	pi-	0.0000E+00	3.5320E-03	7.0207E-02	9.8900E-04
1.0884E+00	6.7330E-02	7.8521E-01	4.2301E-01	5.0495E-01	AUT	neutron	pi-	0.0000E+00	1.8650E-03	7.0207E-02	9.8100E-04
1.1613E+00	7.8196E-02	7.1986E-01	4.2352E-01	4.9841E-01	AUT	neutron	pi-	0.0000E+00	1.9030E-03	7.0207E-02	9.7900E-04
1.2285E+00	8.6326E-02	6.8955E-01	4.2377E-01	4.9440E-01	AUT	neutron	pi-	0.0000E+00	1.9740E-03	7.0207E-02	9.7700E-04
1.3159E+00	9.4337E-02	6.7584E-01	4.2409E-01	4.9252E-01	AUT	neutron	pi-	0.0000E+00	2.0720E-03	7.0207E-02	9.7600E-04
1.4190E+00	1.0325E-01	6.6587E-01	4.2465E-01	4.9115E-01	AUT	neutron	pi-	0.0000E+00	2.1080E-03	7.0207E-02	9.7600E-04
1.5518E+00	1.1428E-01	6.5794E-01	4.2493E-01	4.8976E-01	AUT	neutron	pi-	0.0000E+00	2.1880E-03	7.0207E-02	9.7600E-04
1.7093E+00	1.2888E-01	6.4289E-01	4.2529E-01	4.8729E-01	AUT	neutron	pi-	0.0000E+00	2.4850E-03	7.0207E-02	9.7900E-04
1.8350E+00	1.5083E-01	5.9076E-01	4.2735E-01	4.8490E-01	AUT	neutron	pi-	0.0000E+00	6.6410E-03	7.0207E-02	9.8500E-04
1.1041E+00	6.8016E-02	7.8888E-01	4.2412E-01	6.8839E-01	AUT	neutron	pi-	0.0000E+00	1.9310E-03	7.0207E-02	9.8000E-04
1.2357E+00	8.3405E-02	7.1848E-01	4.2446E-01	6.8402E-01	AUT	neutron	pi-	0.0000E+00	2.0310E-03	7.0207E-02	9.7800E-04
1.4092E+00	1.0025E-01	6.8148E-01	4.2503E-01	6.8343E-01	AUT	neutron	pi-	0.0000E+00	2.0910E-03	7.0207E-02	9.7600E-04
1.6919E+00	1.2973E-01	6.3536E-01	4.2611E-01	6.8550E-01	AUT	neutron	pi-	0.0000E+00	2.2630E-03	7.0207E-02	9.7900E-04
1.3608E+00	9.4213E-02	7.1558E-01	4.2660E-01	8.6884E-01	AUT	neutron	pi-	0.0000E+00	1.9230E-03	7.0207E-02	9.7900E-04
1.9085E+00	1.6709E-01	5.5376E-01	4.3269E-01	8.6890E-01	AUT	neutron	pi-	0.0000E+00	4.4224E-02	7.0207E-02	9.9100E-04
1.4633E+00	1.2818E-01	5.5517E-01	4.7446E-01	1.4465E-01	AUT	neutron	pi-	0.0000E+00	1.8820E-03	7.0207E-02	9.6900E-04
1.8381E+00	1.7389E-01	5.1297E-01	4.7787E-01	1.2838E-01	AUT	neutron	pi-	0.0000E+00	3.5000E-03	7.0207E-02	9.8200E-04
1.1469E+00	8.3469E-02	6.6803E-01	4.7263E-01	3.2902E-01	AUT	neutron	pi-	0.0000E+00	2.1350E-03	7.0207E-02	9.7300E-04
1.3058E+00	1.0117E-01	6.2562E-01	4.7318E-01	3.1687E-01	AUT	neutron	pi-	0.0000E+00	1.8880E-03	7.0207E-02	9.6900E-04
1.4365E+00	1.1550E-01	6.0268E-01	4.7352E-01	3.1116E-01	AUT	neutron	pi-	0.0000E+00	1.8470E-03	7.0207E-02	9.6800E-04
1.5701E+00	1.2997E-01	5.8546E-01	4.7444E-01	3.0676E-01	AUT	neutron	pi-	0.0000E+00	1.8660E-03	7.0207E-02	9.6900E-04
1.7099E+00	1.4858E-01	5.5801E-01	4.7512E-01	3.0127E-01	AUT	neutron	pi-	0.0000E+00	1.9900E-03	7.0207E-02	9.7300E-04
1.8559E+00	1.7418E-01	5.1698E-01	4.7739E-01	2.9217E-01	AUT	neutron	pi-	0.0000E+00	3.8130E-03	7.0207E-02	9.8300E-04
1.1098E+00	7.1315E-02	7.5674E-01	4.7308E-01	5.0712E-01	AUT	neutron	pi-	0.0000E+00	1.8420E-03	7.0207E-02	9.7600E-04
1.2043E+00	8.4973E-02	6.8693E-01	4.7362E-01	4.9896E-01	AUT	neutron	pi-	0.0000E+00	1.8710E-03	7.0207E-02	9.7300E-04
1.3145E+00	9.5981E-02	6.6368E-01	4.7384E-01	4.9524E-01	AUT	neutron	pi-	0.0000E+00	1.9520E-03	7.0207E-02	9.7000E-04
1.4341E+00	1.0774E-01	6.4500E-01	4.7398E-01	4.9281E-01	AUT	neutron	pi-	0.0000E+00	2.0460E-03	7.0207E-02	9.6900E-04
1.5717E+00	1.2157E-01	6.2650E-01	4.7434E-01	4.9124E-01	AUT	neutron	pi-	0.0000E+00	2.2240E-03	7.0207E-02	9.6900E-04
1.7098E+00	1.4178E-01	5.8540E-01	4.7517E-01	4.8761E-01	AUT	neutron	pi-	0.0000E+00	3.0500E-03	7.0207E-02	9.7200E-04
1.8508E+00	1.7267E-01	5.2022E-01	4.7758E-01	4.8778E-01	AUT	neutron	pi-	0.0000E+00	2.0963E-02	7.0207E-02	9.8200E-04
1.1167E+00	7.0297E-02	7.7269E-01	4.7381E-01	6.9202E-01	AUT	neutron	pi-	0.0000E+00	1.9790E-03	7.0207E-02	9.7700E-04
1.2760E+00	8.8363E-02	7.0027E-01	4.7432E-01	6.8704E-01	AUT	neutron	pi-	0.0000E+00	2.1830E-03	7.0207E-02	9.7200E-04
1.4851E+00	1.0969E-01	6.5683E-01	4.7447E-01	6.8567E-01	AUT	neutron	pi-	0.0000E+00	2.4260E-03	7.0207E-02	9.6900E-04
1.7064E+00	1.4339E-01	5.8078E-01	4.7568E-01	6.8628E-01	AUT	neutron	pi-	0.0000E+00	3.3200E-03	7.0207E-02	9.7300E-04
1.2662E+00	8.5533E-02	7.2775E-01	4.7550E-01	8.7536E-01	AUT	neutron	pi-	0.0000E+00	1.8610E-03	7.0207E-02	9.7300E-04
1.6830E+00	1.3949E-01	5.8969E-01	4.7638E-01	8.7595E-01	AUT	neutron	pi-	0.0000E+00	3.7320E-03	7.0207E-02	9.7200E-04
1.4993E+00	1.3910E-01	5.2596E-01	5.2398E-01	1.3852E-01	AUT	neutron	pi-	0.0000E+00	1.8340E-03	7.0207E-02	9.6100E-04
1.8283E+00	1.8925E-01	4.6886E-01	5.2689E-01	1.2665E-01	AUT	neutron	pi-	0.0000E+00	3.4870E-03	7.0207E-02	9.7500E-04
1.1940E+00	9.0408E-02	6.4213E-01	5.2287E-01	3.2602E-01	AUT	neutron	pi-	0.0000E+00	2.0790E-03	7.0207E-02	9.6600E-04
1.4096E+00	1.1426E-01	5.9812E-01	5.2336E-01	3.1401E-01	AUT	neutron	pi-	0.0000E+00	1.8440E-03	7.0207E-02	9.6000E-04
1.5608E+00	1.3456E-01	5.6250E-01	5.2361E-01	3.0581E-01	AUT	neutron	pi-	0.0000E+00	1.8640E-03	7.0207E-02	9.6000E-04
1.7035E+00	1.6022E-01	5.1606E-01	5.2475E-01	2.9755E-01	AUT	neutron	pi-	0.0000E+00	2.1610E-03	7.0207E-02	9.6500E-04
1.8661E+00	1.9400E-01	4.6666E-01	5.2737E-01	2.9088E-01	AUT	neutron	pi-	0.0000E+00	9.1010E-03	7.0207E-02	9.7700E-04
1.1280E+00	7.5328E-02	7.2897E-01	5.2314E-01	5.0901E-01	AUT	neutron	pi-	0.0000E+00	1.8990E-03	7.0207E-02	9.7100E-04
1.2635E+00	9.2286E-02	6.6367E-01	5.2369E-01	4.9990E-01	AUT	neutron	pi-	0.0000E+00	1.8620E-03	7.0207E-02	9.6500E-04
1.4180E+00	1.0787E-01	6.3716E-01	5.2388E-01	4.9541E-01	AUT	neutron	pi-	0.0000E+00	1.9270E-03	7.0207E-02	9.6200E-04
1.5840E+00	1.2622E-01	6.0856E-01	5.2399E-01	4.9252E-01	AUT	neutron	pi-	0.0000E+00	2.1440E-03	7.0207E-02	9.6000E-04
1.7170E+00	1.5692E-01	5.3329E-01	5.2499E-01	4.8866E-01	AUT	neutron	pi-	0.0000E+00	3.9480E-03	7.0207E-02	9.6500E-04
1.9197E+00	2.0754E-01	4.4838E-01	5.3029E-01	4.8977E-01	AUT	neutron	pi-	0.0000E+00	3.8364E-02	7.0207E-02	9.8200E-04
1.1382E+00	7.3809E-02	7.5120E-01	5.2397E-01	6.9310E-01	AUT	neutron	pi-	0.0000E+00	1.9220E-03	7.0207E-02	9.7200E-04
1.3519E+00	9.6636E-02	6.7861E-01	5.2430E-01	6.8777E-01	AUT	neutron	pi-	0.0000E+00	2.2460E-03	7.0207E-02	9.6500E-04
1.6038E+00	1.2840E-01	6.0903E-01	5.2448E-01	6.8617E-01	AUT	neutron	pi-	0.0000E+00	3.0090E-03	7.0207E-02	9.6100E-04
1.7765E+00	1.7557E-01	4.9199E-01	5.2625E-01	6.8752E-01	AUT	neutron	pi-	0.0000E+00	7.9880E-03	7.0207E-02	9.7000E-04
1.2495E+00	8.4236E-02	7.2774E-01	5.2483E-01	8.8245E-01	AUT	neutron	pi-	0.0000E+00	1.9460E-03	7.0207E-02	9.6800E-04
1.6364E+00	1.3997E-01	5.7462E-01	5.2508E-01	8.8166E-01	AUT	neutron	pi-	0.0000E+00	2.8440E-03	7.0207E-02	9.6300E-04
1.3701E+00	9.7122E-02	7.0417E-01	5.2665E-01	1.0861E+00	AUT	neutron	pi-	0.0000E+00	3.2750E-03	7.0207E-02	9.6700E-04
1.5611E+00	1.5402E-01	4.9752E-01	5.7388E-01	1.3454E-01	AUT	neutron	pi-	0.0000E+00	1.8180E-03	7.0207E-02	9.5200E-04
1.8725E+00	2.1448E-01	4.2344E-01	5.7685E-01	1.2492E-01	AUT	neutron	pi-	0.0000E+00	5.5230E-03	7.0207E-02	9.6700E-04
1.2551E+00	9.8661E-02	6.1897E-01	5.7310E-01	3.2280E-01	AUT	neutron	pi-	0.0000E+00	1.9830E-03	7.0207E-02	9.5600E-04
1.5236E+00	1.3102E-01	5.6438E-01	5.7354E-01	3.0931E-01	AUT	neutron	pi-	0.0000E+00	1.8220E-03	7.0207E-02	9.4900E-04
1.6887E+00	1.6623E-01	4.9423E-01	5.7414E-01	2.9739E-01	AUT	neutron	pi-	0.0000E+00	2.2520E-03	7.0207E-02	9.5300E-04
1.8592E+00	2.1117E-01	4.2720E-01	5.7700E-01	2.9150E-01	AUT	neutron	pi-	0.0000E+00	9.7540E-03	7.0207E-02	9.6600E-04
1.1604E+00	8.0856E-02	6.9911E-01	5.7321E-01	5.0945E-01	AUT	neutron	pi-	0.0000E+00	1.8790E-03	7.0207E-02	9.6300E-04
1.3622E+00	1.0356E-01	6.3789E-01	5.7373E-01	4.9922E-01	AUT	neutron	pi-	0.0000E+00	1.8280E-03	7.0207E-02	9.5400E-04
1.5707E+00	1.2710E-01	5.9959E-01	5.7392E-01	4.9431E-01	AUT	neutron	pi-	0.0000E+00	2.0440E-03	7.0207E-02	9.5000E-04
1.7195E+00	1.6733E-01	5.0331E-01	5.7467E-01	4.8981E-01	AUT	neutron	pi-	0.0000E+00	4.3330E-03	7.0207E-02	9.5400E-04
1.1603E+00	7.7252E-02	7.3255E-01	5.7389E-01	6.9460E-01	AUT	neutron	pi-	0.0000E+00	1.8890E-03	7.0207E-02	9.6500E-04
1.4363E+00	1.0606E-01	6.5739E-01	5.7428E-01	6.8886E-01	AUT	neutron	pi-	0.0000E+00	2.2340E-03	7.0207E-02	9.5400E-04
1.6815E+00	1.5225E-01	5.4438E-01	5.7454E-01	6.8639E-01	AUT	neutron	pi-	0.0000E+00	4.2630E-03	7.0207E-02	9.5200E-04
1.2782E+00	8.7873E-02	7.1489E-01	5.7452E-01	8.8680E-01	AUT	neutron	pi-	0.0000E+00	2.0530E-03	7.0207E-02	9.6100E-04
1.6592E+00	1.4575E-01	5.5780E-01	5.7394E-01	8.8204E-01	AUT	neutron	pi-	0.0000E+00	3.7870E-03	7.0207E-02	9.5100E-04
1.3530E+00	9.4984E-02	7.0828E-01	5.7571E-01	1.1016E+00	AUT	neutron	pi-	0.0000E+00	2.6970E-03	7.0207E-02	9.6000E-04
1.3051E+00	1.0686E-01	5.9488E-01	6.2316E-01	3.0144E-01	AUT	neutron	pi-	0.0000E+00	1.9150E-03	7.0207E-02	9.4300E-04
1.5687E+00	1.4380E-01	5.2972E-01	6.2351E-01	2.6040E-01	AUT	neutron	pi-	0.0000E+00	1.8100E-03	7.0207E-02	9.3500E-04
1.7080E+00	1.8272E-01	4.5486E-01	6.2389E-01	2.2665E-01	AUT	neutron	pi-	0.0000E+00	2.0470E-03	7.0207E-02	9.3800E-04
1.8560E+00	2.2861E-01	3.9390E-01	6.2635E-01	2.1940E-01	AUT	neutron	pi-	0.0000E+00	4.4020E-03	7.0207E-02	9.4900E-04
1.2045E+00	8.7226E-02	6.7304E-01	6.2325E-01	5.0880E-01	AUT	neutron	pi-	0.0000E+00	1.8580E-03	7.0207E-02	9.5300E-04
1.4821E+00	1.1813E-01	6.0890E-01	6.2372E-01	4.9791E-01	AUT	neutron	pi-	0.0000E+00	1.8630E-03	7.0207E-02	9.3900E-04
1.6974E+00	1.6520E-01	5.0609E-01	6.2403E-01	4.9093E-01	AUT	neutron	pi-	0.0000E+00	3.1660E-03	7.0207E-02	9.3700E-04
1.1933E+00	8.1808E-02	7.1240E-01	6.2383E-01	6.9595E-01	AUT	neutron	pi-	0.0000E+00	1.8620E-03	7.0207E-02	9.5600E-04
1.5420E+00	1.2108E-01	6.2109E-01	6.2420E-01	6.8925E-01	AUT	neutron	pi-	0.0000E+00	2.3840E-03	7.0207E-02	9.3900E-04
1.7316E+00	1.7539E-01	4.8113E-01	6.2323E-01	6.8177E-01	AUT	neutron	pi-	0.0000E+00	1.2356E-02	7.0207E-02	9.3800E-04
1.3255E+00	9.3725E-02	6.9780E-01	6.2438E-01	8.8758E-01	AUT	neutron	pi-	0.0000E+00	2.1630E-03	7.0207E-02	9.5000E-04
1.7293E+00	1.5540E-01	5.4119E-01	6.2293E-01	8.7538E-01	AUT	neutron	pi-	0.0000E+00	9.7590E-03	7.0207E-02	9.3600E-04
1.3318E+00	9.1519E-02	7.1941E-01	6.2487E-01	1.1127E+00	AUT	neutron	pi-	0.0000E+00	2.6100E-03	7.0207E-02	9.5200E-04
1.3794E+00	1.1778E-01	5.7175E-01	6.7327E-01	2.9090E-01	AUT	neutron	pi-	0.0000E+00	1.8100E-03	7.0207E-02	9.2600E-04
1.6639E+00	1.7023E-01	4.7658E-01	6.7354E-01	2.3905E-01	AUT	neutron	pi-	0.0000E+00	1.8880E-03	7.0207E-02	9.1600E-04
1.8064E+00	2.2164E-01	3.9564E-01	6.7189E-01	2.0988E-01	AUT	neutron	pi-	0.0000E+00	3.7430E-03	7.0207E-02	9.2400E-04
1.2710E+00	9.5835E-02	6.4729E-01	6.7331E-01	5.0772E-01	AUT	neutron	pi-	0.0000E+00	1.8010E-03	7.0207E-02	9.3800E-04
1.6273E+00	1.4642E-01	5.4518E-01	6.7364E-01	4.9408E-01	AUT	neutron	pi-	0.0000E+00	2.1640E-03	7.0207E-02	9.1900E-04
1.8491E+00	2.1335E-01	4.2033E-01	6.6918E-01	4.7251E-01	AUT	neutron	pi-	0.0000E+00	2.8615E-02	7.0207E-02	9.2400E-04
1.2468E+00	8.8446E-02	6.8975E-01	6.7378E-01	6.9712E-01	AUT	neutron	pi-	0.0000E+00	1.8140E-03	7.0207E-02	9.4300E-04
1.6321E+00	1.3734E-01	5.8264E-01	6.7355E-01	6.8726E-01	AUT	neutron	pi-	0.0000E+00	3.2250E-03	7.0207E-02	9.2100E-04
1.2312E+00	8.2519E-02	7.3000E-01	6.7423E-01	9.7705E-01	AUT	neutron	pi-	0.0000E+00	1.9860E-03	7.0207E-02	9.4600E-04
1.6478E+00	1.2614E-01	6.3675E-01	6.7327E-01	9.2253E-01	AUT	neutron	pi-	0.0000E+00	4.8000E-03	7.0207E-02	9.2300E-04
2.1701E+00	1.4802E-01	7.1145E-01	3.3421E-01	2.8746E-01	AUT	neutron	pi-	0.0000E+00	2.5980E-03	7.0207E-02	1.0090E-03
2.5582E+00	1.8243E-01	6.7967E-01	3.4224E-01	2.6843E-01	AUT	neutron	pi-	0.0000E+00	6.1930E-03	7.0207E-02	1.0300E-03
2.2022E+00	1.5010E-01	7.1275E-01	3.3471E-01	5.3897E-01	AUT	neutron	pi-	0.0000E+00	3.1250E-03	7.0207E-02	1.0100E-03
2.1053E+00	1.4683E-01	6.9563E-01	3.7308E-01	2.8903E-01	AUT	neutron	pi-	0.0000E+00	2.4770E-03	7.0207E-02	9.9900E-04
2.2244E+00	1.6435E-01	6.5583E-01	3.7654E-01	2.7154E-01	AUT	neutron	pi-	0.0000E+00	2.4610E-03	7.0207E-02	1.0070E-03
