Q2	x	y	z	pT	obs	target	hadron	value	stat	systrel	systabs
1.166785	0.081949	0.694365	0.322828	0.134434	AUT	proton	pi-	0.0	0.008409999999999999	0.070207	0.008945
1.301739	0.102415	0.616254	0.323608	0.12719	AUT	proton	pi-	0.0	0.009361	0.070207	0.008947
1.44856	0.11890799999999999	0.59042	0.32459699999999997	0.12403800000000001	AUT	proton	pi-	0.0	0.009145	0.070207	0.008929000000000001
1.6091469999999999	0.138399	0.563737	0.325113	0.121873	AUT	proton	pi-	0.0	0.009204	0.070207	0.008887
1.778819	0.16906500000000002	0.511775	0.32709	0.12198099999999999	AUT	proton	pi-	0.0	0.008819	0.070207	0.008797
1.108825	0.070156	0.7686609999999999	0.323297	0.304971	AUT	proton	pi-	0.0	0.008603	0.070207	0.008942
1.209336	0.083687	0.700523	0.323874	0.299374	AUT	proton	pi-	0.0	0.008276	0.070207	0.008943000000000001
1.303713	0.095104	0.664462	0.324035	0.297263	AUT	proton	pi-	0.0	0.007753	0.070207	0.008944
1.3996540000000002	0.106823	0.634968	0.324415	0.295392	AUT	proton	pi-	0.0	0.007701	0.070207	0.008939
1.50902	0.120082	0.609082	0.324879	0.293674	AUT	proton	pi-	0.0	0.007967	0.070207	0.008923
1.6279860000000002	0.137007	0.576105	0.325234	0.292691	AUT	proton	pi-	0.0	0.0075769999999999995	0.070207	0.008888
1.7800340000000001	0.166995	0.518853	0.326969	0.290028	AUT	proton	pi-	0.0	0.006731	0.070207	0.008801999999999999
1.135293	0.072808	0.759628	0.324375	0.486646	AUT	proton	pi-	0.0	0.009448999999999999	0.070207	0.008942
1.278419	0.091251	0.6794680000000001	0.324379	0.48627200000000004	AUT	proton	pi-	0.0	0.008013	0.070207	0.008944
1.412916	0.108547	0.631238	0.32471	0.485705	AUT	proton	pi-	0.0	0.0073230000000000005	0.070207	0.008937
1.583608	0.131967	0.582345	0.325177	0.486314	AUT	proton	pi-	0.0	0.006603	0.070207	0.0089
1.7752709999999998	0.167376	0.516159	0.327019	0.48699799999999993	AUT	proton	pi-	0.0	0.007089	0.070207	0.008801
1.351266	0.095207	0.6999479999999999	0.32610100000000003	0.670268	AUT	proton	pi-	0.0	0.0060149999999999995	0.070207	0.008934000000000001
1.7595490000000003	0.157067	0.546846	0.327764	0.665267	AUT	proton	pi-	0.0	0.011429	0.070207	0.00883
1.198689	0.08853	0.661596	0.372884	0.135193	AUT	proton	pi-	0.0	0.009175	0.070207	0.008988
1.3626989999999999	0.11461099999999999	0.576821	0.37348000000000003	0.12738	AUT	proton	pi-	0.0	0.009275	0.070207	0.008993000000000001
1.5175889999999999	0.136976	0.537258	0.374214	0.124056	AUT	proton	pi-	0.0	0.009168	0.070207	0.008962000000000001
1.6884849999999998	0.17005699999999999	0.48303999999999997	0.37500900000000004	0.123803	AUT	proton	pi-	0.0	0.008419	0.070207	0.008873
1.8682720000000002	0.217625	0.41647700000000004	0.37867	0.128063	AUT	proton	pi-	0.0	0.021018000000000002	0.070207	0.008722
1.127421	0.074044	0.741254	0.373267	0.30746399999999996	AUT	proton	pi-	0.0	0.008232	0.070207	0.008976000000000001
1.2548139999999999	0.09107799999999999	0.668126	0.373784	0.30012300000000003	AUT	proton	pi-	0.0	0.007978	0.070207	0.008987
1.367312	0.105609	0.627583	0.37405	0.2964	AUT	proton	pi-	0.0	0.008125	0.070207	0.008990999999999999
1.466928	0.12074100000000001	0.58902	0.374301	0.29327600000000004	AUT	proton	pi-	0.0	0.008236	0.070207	0.008983
1.5842450000000001	0.140249	0.547922	0.374735	0.290538	AUT	proton	pi-	0.0	0.007994	0.070207	0.008951
1.733544	0.178786	0.473443	0.376092	0.287466	AUT	proton	pi-	0.0	0.007109999999999999	0.070207	0.008845
1.146191	0.07448400000000001	0.7498630000000001	0.374263	0.489838	AUT	proton	pi-	0.0	0.009134999999999999	0.070207	0.008975
1.310664	0.09565599999999999	0.664871	0.374179	0.489649	AUT	proton	pi-	0.0	0.008034999999999999	0.070207	0.008987
1.448005	0.11804300000000001	0.59572	0.37422300000000003	0.48967700000000003	AUT	proton	pi-	0.0	0.007199	0.070207	0.008984
1.6297110000000001	0.154434	0.514413	0.374733	0.491471	AUT	proton	pi-	0.0	0.005915999999999999	0.070207	0.008915000000000001
1.8383919999999998	0.208906	0.427252	0.377488	0.49354499999999996	AUT	proton	pi-	0.0	0.012620999999999999	0.070207	0.00875
1.289549	0.09085	0.698004	0.375279	0.676837	AUT	proton	pi-	0.0	0.007354	0.070207	0.008981
1.6627319999999999	0.15224100000000002	0.538211	0.376177	0.672103	AUT	proton	pi-	0.0	0.00838	0.070207	0.008911
1.4474870000000002	0.10395499999999999	0.6998880000000001	0.377384	0.8705930000000001	AUT	proton	pi-	0.0	0.009821	0.070207	0.00896
1.248824	0.098611	0.620233	0.42305200000000004	0.13409100000000002	AUT	proton	pi-	0.0	0.009413	0.070207	0.00903
1.450074	0.132448	0.5314840000000001	0.42366099999999995	0.126255	AUT	proton	pi-	0.0	0.009276999999999999	0.070207	0.009027
1.622282	0.169993	0.464683	0.424299	0.124677	AUT	proton	pi-	0.0	0.008587000000000001	0.070207	0.008945
1.807409	0.22482399999999997	0.39064099999999996	0.42613199999999996	0.129933	AUT	proton	pi-	0.0	0.016814	0.070207	0.00878
1.1549200000000002	0.078873	0.713852	0.423334	0.308626	AUT	proton	pi-	0.0	0.007912	0.070207	0.009008
1.303057	0.099753	0.633592	0.423858	0.300509	AUT	proton	pi-	0.0	0.008175	0.070207	0.00903
