Nu	au	bu	cu	Nd	ad	bd	cd	Nub	Ndb	kt2	chi2
-0.03272695720320529	0.6613951146427421	4.9593298998249375	1.4395805713854757	0.045758957762610075	0.3863151905030555	3.9049608609204247	1.2406762458035705	0.0	0.0	0.16146030397429806	2611.882530012655
-0.032879975542483786	0.6172603350576262	4.8853216833870245	1.4347072649321633	0.04289677146542159	0.3200363278523522	4.185354560900306	2.2927166237917493	0.0	0.0	0.15795569983423868	2525.3808371563573
-0.041747398794931945	0.6499175361491834	3.6169582294976954	-0.5207461037174427	0.041732692692249884	0.30033156928188903	4.154886386289152	2.6633148808956806	0.0	0.0	0.16091769475611759	2716.417951853691
-0.03249531561337149	0.6290754797973899	4.82339175955156	1.4375649938762567	0.04282008701925655	0.3489039675683224	4.194185872622529	2.062902510952581	0.0	0.0	0.1574964084017501	2781.22623640589
-0.042135437349137606	0.6524357331365871	3.5531951106690416	-0.5886036474655338	0.043470333952156714	0.34634910899837185	4.085460059129709	1.9666696579297438	0.0	0.0	0.15901287404324949	2822.6538781967083
-0.03166349207363195	0.6062771583348618	4.85940536177586	1.7379999954981267	0.045015610936053996	0.35530791086701746	3.819802927550646	1.3753902118107195	0.0	0.0	0.1596207031651954	2725.4022173509484
-0.027306120216184615	0.5365682485520555	5.156178001827895	3.452595589957206	0.04279963722215019	0.2583794771654804	3.9018559734563505	2.430678461492798	0.0	0.0	0.15300642196460734	2720.0478399296294
-0.033125503619888974	0.6544311443260382	5.0622736539151605	1.3776561291394638	0.05408603115162758	0.37865332876993396	2.6008547578360823	-0.44617934774468687	0.0	0.0	0.15826306439175347	2766.025697501572
-0.042427902432545794	0.6689068490411019	3.6588465027790695	-0.570460025259766	0.055622255932102904	0.384589661386017	2.5847968189174013	-0.611586200766804	0.0	0.0	0.1603193758695501	2579.4789310064093
-0.028212425473226554	0.5616440759841625	5.150433464156599	3.0155580356819494	0.03940495396177801	0.3210046786769062	4.537462276898208	3.3371220417770924	0.0	0.0	0.15583793418864605	2762.178948484626
-0.0475617323951496	0.6290650725001969	2.685995240888639	-1.18590905029983	0.044056734822050414	0.2608202770689312	3.664406513730799	1.9914080266403413	0.0	0.0	0.1617696745702035	2763.037321078592
-0.0424694347334722	0.6609209837988126	3.5782680274430465	-0.6081973225516543	0.04723020555336377	0.3702718686145601	3.650019213096989	0.9105895108973246	0.0	0.0	0.16005711935697517	2748.303705620187
-0.030228954887972614	0.5885282814319308	4.919930812617589	2.160320832346955	0.05565631015270611	0.4078886093600038	2.6247920457301213	-0.6538379533795089	0.0	0.0	0.16197248766604877	2864.1090151894623
-0.041482876783597744	0.6615895256612399	3.6292901814008927	-0.503390092638994	0.05487338555612875	0.38903823955957245	2.6201033474423214	-0.5680889846441732	0.0	0.0	0.15384877628858978	2791.0042039902805
-0.026176532359745597	0.5171241109216789	5.195757725596123	3.9979445879895916	0.04578049926765004	0.2687722434172831	3.285322336465908	1.1649176401154888	0.0	0.0	0.15975634420821003	2719.2334090617533
-0.04310187329946402	0.6469628638999765	3.3482740043185757	-0.6569440294832373	0.04856093161913044	0.35830140893426177	3.3678959098920496	0.5948747909582218	0.0	0.0	0.16722032466690306	2808.9019006766052
-0.03743792063744189	0.6815996411447753	4.5275690910065824	0.3142431260888227	0.03830692897502397	0.25879742485313373	4.470114076765925	4.170762613807958	0.0	0.0	0.1620197339120688	2689.329587879386
-0.032188825409153576	0.6243493250427192	4.913509373866475	1.5868579753995273	0.03823380843610247	0.2481310217906746	4.51965598233844	4.367672509276723	0.0	0.0	0.16280254300225522	2833.411671584303
-0.03410070389050224	0.6040858496869278	4.38011277210677	0.9414638482979436	0.05563351088736668	0.3929639357372089	2.6506376193269263	-0.618141064302102	0.0	0.0	0.16235573455222851	2739.9146485942656
-0.033509908049009884	0.6206433662296165	4.7110157056416195	1.1344327832468752	0.038319537993253716	0.25629293755691573	4.417828696275149	4.185332750992523	0.0	0.0	0.15455686470261992	2699.4322563059695
-0.04215225759581276	0.640945324704408	3.3488785888462824	-0.6238269499448379	0.04267631981924791	0.31768354000546795	3.8967404107454096	2.0756498819751004	0.0	0.0	0.15101330300891275	2575.1352969406735
-0.04013033382258957	0.6803465510306529	4.018373023595218	-0.2379237070596013	0.04955528582538604	0.340526289883894	3.2128667814087253	0.39614425678703075	0.0	0.0	0.15941218258149636	2736.544170608497
-0.029790571766039498	0.5934829583370769	5.04132900637138	2.3887244684180793	0.04334597432831866	0.3308988683123726	4.135423419453089	2.0536452978148145	0.0	0.0	0.15915057896330412	2737.232009808933
-0.04163180588390547	0.6452344925660136	3.6347573191045845	-0.5806464657402393	0.047635025464543235	0.35899279476937396	3.536804237715687	0.7362526338329882	0.0	0.0	0.15601388004302924	2705.7101651024477
-0.03175206541893183	0.6187354044404427	4.900499172733881	1.6883745670638455	0.05132870654504185	0.39564987807104346	3.1656994938180896	-0.010058173209989616	0.0	0.0	0.15677107134247537	2697.131888771668
-0.040512876534733344	0.6707000880527103	3.894684526537093	-0.3763832352418046	0.05029193171926627	0.42655090017380415	3.5058093927766363	0.1772548592627499	0.0	0.0	0.16292427622018063	2578.0902848039477
-0.03067076828015014	0.5955970617798221	4.842899788819972	1.967064135425966	0.04551231635399633	0.3451148166231332	3.732077683329976	1.25795536013343	0.0	0.0	0.15685536524179464	2672.8027673938486
-0.0413008395111949	0.6385377424472776	3.763813909730783	-0.46966661589709957	0.05532589830854295	0.3622887865746661	2.718275384903246	-0.5721318937836819	0.0	0.0	0.160333553942201	2723.0013247725988
-0.04266934023792046	0.6457644514501517	3.400065191731949	-0.6323004711809133	0.05450536726832622	0.32702984350027897	2.3483747851700567	-0.47072053404006886	0.0	0.0	0.16272900004728458	2851.3317545291056
-0.0348848582736031	0.6195187095973611	4.549059010994606	0.7354312223091135	0.053782916805375613	0.3715235441475591	2.807800459149914	-0.4340127570647635	0.0	0.0	0.15610034959726557	2782.4562783112688
