Nu	au	bu	cu	Nd	ad	bd	cd	Nub	Ndb	kt2	chi2
-0.03151395675255708	0.6122118992682133	4.938131003268757	1.7474260702978401	0.04219695683782798	0.26311111742204396	4.0178618875615415	2.6058374146944456	0.0	0.0	0.15526728183773997	2361.389791825835
-0.03338575919523479	0.5878487986409383	4.501808710801994	1.1654228469319068	0.05229984101730145	0.33184820725480296	2.641497093135607	-0.179658453358338	0.0	0.0	0.16097764939517148	2197.130642326055
-0.03739416890049019	0.6807627287832323	4.587554487732718	0.2674042373210481	0.05521612031774792	0.3927780803413825	2.8140352773026907	-0.5471651801784402	0.0	0.0	0.1621511875483358	2519.332021084731
-0.031366830011561486	0.6272712267165275	5.092450503382575	1.8467704907517781	0.056698193054335766	0.4146432644466309	2.6454433554128345	-0.7453491706882402	0.0	0.0	0.1576628966955579	2332.3113777885346
-0.04177166395055165	0.6214839054291645	3.4274602352994843	-0.4877674278230511	0.04479146684929325	0.2695664019229135	3.60549863805971	1.741768937015792	0.0	0.0	0.1638747445540098	2179.207026669411
-0.04275833819660335	0.6752222355479587	3.591810452982207	-0.6218515381244965	0.05302034615706863	0.406633999253403	3.125947726035255	-0.1938306476636093	0.0	0.0	0.1633931480980074	2282.092905469058
-0.041401795767760485	0.5845073388114279	3.372276462485373	-0.5723707028213125	0.04159131851814468	0.16743183601083345	3.7795747453479804	3.4250140900085153	0.0	0.0	0.15611437184005805	2319.217956457675
-0.042432565355437046	0.6754280178682639	3.6290746598264145	-0.5993104705248273	0.05549041627776319	0.3908200696861116	2.6575349728463897	-0.6045752415328527	0.0	0.0	0.15791882204771948	2328.142984552598
-0.03829070513735644	0.6558084566244814	4.1437813886611705	0.04170793302617291	0.05538302696423125	0.38040621678632647	2.4867755237413225	-0.636487022533051	0.0	0.0	0.16029546398086686	2338.5910051754718
-0.03159817936035081	0.6352304094053465	4.991751499519065	1.698799320147984	0.055052996742285476	0.38217181674358724	2.471925804267893	-0.5975187201228789	0.0	0.0	0.159819198914986	2296.9491892107226
-0.04195702582432037	0.6258565809514854	3.4151941564278925	-0.6061833031721461	0.05511996347463177	0.38074906144456433	2.6839509895023923	-0.5707382632242652	0.0	0.0	0.15901680228877826	2384.7347665327507
-0.03043811186558021	0.6221228570941806	5.256220714474491	2.3037793801234603	0.05543213799200575	0.425370730477588	2.836114911839544	-0.5142674095947839	0.0	0.0	0.17238608845538933	2315.2882323758304
-0.04204022873421809	0.6255695810377829	3.362069930788787	-0.6180823750855707	0.047020454104236054	0.33592093620194174	3.540300620274105	0.8868153432664598	0.0	0.0	0.15547292423970951	2275.425666341578
-0.04202250475926439	0.6424410683193553	3.4111785895059383	-0.580140734463593	0.05100717929048204	0.41192077529933346	3.47686451887369	0.10425307001324301	0.0	0.0	0.15547699626144737	2280.949253986574
-0.02324431285284756	0.47491658953018473	5.602364137566034	6.068241889222498	0.038337577445379356	0.21379482504435626	4.409908571369428	4.593667483819572	0.0	0.0	0.1570898358633454	2229.5946395196024
-0.03195445861502255	0.6073095531020751	4.92585098151697	1.739852899077596	0.04538230946764488	0.33912737049635366	3.877600291756906	1.4903942130213494	0.0	0.0	0.15608538556126283	2268.520071711123
-0.040979370885972255	0.6294470610203975	3.572296922009461	-0.4419046015114914	0.05030563341652505	0.3595795570554397	3.244475415192913	0.2269551420608818	0.0	0.0	0.1560200905657279	2344.4732632626747
-0.03876363426603757	0.6760150734331725	4.183214885742562	0.008101343349258772	0.05500898664840004	0.40069517549069844	2.755418159154144	-0.5080613834286368	0.0	0.0	0.1660837877107389	2453.2658762102583
-0.04233949139528126	0.64755089915895	3.3972732422435694	-0.6345029448493487	0.0537733637137503	0.3740388959264879	2.7996925784805047	-0.3032991304090578	0.0	0.0	0.1590505649035102	2337.9796732528807
-0.04172264574116835	0.6077916323266754	3.171807854398916	-0.585420248185194	0.055373398446623145	0.37149801918786174	2.4537405421243594	-0.6154454853993142	0.0	0.0	0.1581821627235497	2315.7020824693664
-0.04490741591956271	0.7402904941415731	3.7270270405507286	-0.8879944624639362	0.04639131427185217	0.4279866412088692	4.218153787705922	1.1047019511583287	0.0	0.0	0.16082875813351755	2235.690601521297
-0.04266122813459461	0.6612302813140871	3.5347393652052057	-0.5881931768241377	0.04473344084157804	0.3193117343150491	3.7217998405173383	1.5979317629432017	0.0	0.0	0.1592357085281368	2400.9310395409047
-0.026002324498725193	0.5015120446544117	5.198648817557291	4.307361681615584	0.04075483603821506	0.2788338088958164	4.165852909049433	3.024217769818261	0.0	0.0	0.16670184998105966	2220.063818104502
-0.03719903237738709	0.6429531557406689	4.2055429385164	0.22566256923966435	0.05280437477320521	0.3839467824794237	3.040799870242213	-0.21593460983556573	0.0	0.0	0.1545770109221937	2216.775109276766
-0.041777732876158935	0.645396882202589	3.682957772662343	-0.49736037771575836	0.05625246582340582	0.37285229353351684	2.5750394372826775	-0.6422180722552766	0.0	0.0	0.16158649437927766	2380.3317513857573
