i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,11.0,0.085730,0.650076,0.323369,1.143975,0.136724,AUT,0.0,0.008858,0.070207,0.008317,proton,pi+,solid
1,11.0,0.106408,0.583491,0.324248,1.280724,0.130217,AUT,0.0,0.009878,0.070207,0.008189,proton,pi+,solid
2,11.0,0.124648,0.563797,0.324998,1.450169,0.128564,AUT,0.0,0.010230,0.070207,0.008077,proton,pi+,solid
3,11.0,0.145235,0.544704,0.325486,1.631846,0.127481,AUT,0.0,0.009865,0.070207,0.007951,proton,pi+,solid
4,11.0,0.175607,0.499112,0.327899,1.803037,0.126273,AUT,0.0,0.009479,0.070207,0.007775,proton,pi+,solid
5,11.0,0.071333,0.749338,0.323209,1.099516,0.312127,AUT,0.0,0.009191,0.070207,0.008409,proton,pi+,solid
6,11.0,0.083910,0.687587,0.323806,1.190291,0.304873,AUT,0.0,0.009111,0.070207,0.008329,proton,pi+,solid
7,11.0,0.093825,0.656452,0.323941,1.270905,0.302028,AUT,0.0,0.009182,0.070207,0.008267,proton,pi+,solid
8,11.0,0.103636,0.632254,0.324090,1.352202,0.300401,AUT,0.0,0.008712,0.070207,0.008206,proton,pi+,solid
9,11.0,0.113765,0.616961,0.324529,1.448574,0.299308,AUT,0.0,0.008527,0.070207,0.008143,proton,pi+,solid
10,11.0,0.124519,0.601963,0.324729,1.546904,0.297316,AUT,0.0,0.008092,0.070207,0.008077,proton,pi+,solid
11,11.0,0.136588,0.582003,0.324997,1.640402,0.295122,AUT,0.0,0.007592,0.070207,0.008002,proton,pi+,solid
12,11.0,0.151905,0.550008,0.325469,1.723383,0.291883,AUT,0.0,0.006862,0.070207,0.007910,proton,pi+,solid
13,11.0,0.178551,0.499347,0.327913,1.834609,0.287310,AUT,0.0,0.006353,0.070207,0.007759,proton,pi+,solid
14,11.0,0.069270,0.782326,0.323885,1.114558,0.494558,AUT,0.0,0.006596,0.070207,0.008423,proton,pi+,solid
15,11.0,0.083314,0.718491,0.324159,1.234838,0.491397,AUT,0.0,0.006254,0.070207,0.008332,proton,pi+,solid
16,11.0,0.095082,0.686434,0.324154,1.346678,0.491191,AUT,0.0,0.005913,0.070207,0.008259,proton,pi+,solid
17,11.0,0.106711,0.660467,0.324353,1.454354,0.490568,AUT,0.0,0.005740,0.070207,0.008186,proton,pi+,solid
18,11.0,0.120109,0.632043,0.324745,1.566089,0.489500,AUT,0.0,0.005465,0.070207,0.008103,proton,pi+,solid
19,11.0,0.139222,0.585597,0.325080,1.680333,0.487820,AUT,0.0,0.005355,0.070207,0.007985,proton,pi+,solid
20,11.0,0.170671,0.514495,0.327088,1.804929,0.488213,AUT,0.0,0.007166,0.070207,0.007803,proton,pi+,solid
21,11.0,0.079787,0.747587,0.325496,1.221304,0.672987,AUT,0.0,0.006375,0.070207,0.008355,proton,pi+,solid
22,11.0,0.117328,0.634749,0.326095,1.526953,0.672148,AUT,0.0,0.006515,0.070207,0.008119,proton,pi+,solid
23,11.0,0.165377,0.521184,0.328020,1.769787,0.672530,AUT,0.0,0.015016,0.070207,0.007832,proton,pi+,solid
24,11.0,0.103877,0.681805,0.329333,1.408404,0.850533,AUT,0.0,0.016776,0.070207,0.008200,proton,pi+,solid
25,11.0,0.092463,0.617560,0.373390,1.170088,0.134508,AUT,0.0,0.007899,0.070207,0.008256,proton,pi+,solid
26,11.0,0.118008,0.549074,0.373964,1.336221,0.128515,AUT,0.0,0.009189,0.070207,0.008095,proton,pi+,solid
27,11.0,0.139068,0.524733,0.374454,1.505539,0.126914,AUT,0.0,0.009845,0.070207,0.007964,proton,pi+,solid
28,11.0,0.162755,0.492180,0.374805,1.651363,0.125498,AUT,0.0,0.010009,0.070207,0.007823,proton,pi+,solid
29,11.0,0.199363,0.439347,0.376793,1.801426,0.125042,AUT,0.0,0.010487,0.070207,0.007627,proton,pi+,solid
30,11.0,0.076754,0.710798,0.373191,1.121230,0.311912,AUT,0.0,0.008725,0.070207,0.008357,proton,pi+,solid
31,11.0,0.092912,0.646123,0.373829,1.238267,0.303529,AUT,0.0,0.009418,0.070207,0.008253,proton,pi+,solid
32,11.0,0.105305,0.615252,0.373912,1.336912,0.300840,AUT,0.0,0.010025,0.070207,0.008175,proton,pi+,solid
33,11.0,0.117187,0.592244,0.374049,1.432108,0.298846,AUT,0.0,0.009616,0.070207,0.008099,proton,pi+,solid
