i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,11.0,0.085730,0.650076,0.323369,1.143975,0.136724,AUT,0.0,0.008858,0.070207,0.008317,proton,pi+,solid
1,11.0,0.106370,0.580538,0.323904,1.273520,0.130042,AUT,0.0,0.009807,0.070207,0.008190,proton,pi+,solid
2,11.0,0.123242,0.549179,0.324070,1.396404,0.128417,AUT,0.0,0.010076,0.070207,0.008086,proton,pi+,solid
3,11.0,0.140145,0.525655,0.324249,1.519883,0.127833,AUT,0.0,0.009848,0.070207,0.007983,proton,pi+,solid
4,11.0,0.159081,0.493753,0.324457,1.619917,0.126622,AUT,0.0,0.009859,0.070207,0.007871,proton,pi+,solid
5,11.0,0.186113,0.444866,0.324825,1.705651,0.125745,AUT,0.0,0.009565,0.070207,0.007723,proton,pi+,solid
6,11.0,0.229156,0.386764,0.326890,1.821744,0.124143,AUT,0.0,0.011223,0.070207,0.007518,proton,pi+,solid
7,11.0,0.071494,0.747737,0.323039,1.099816,0.311740,AUT,0.0,0.009213,0.070207,0.008408,proton,pi+,solid
8,11.0,0.084008,0.686944,0.323737,1.190557,0.304622,AUT,0.0,0.009132,0.070207,0.008328,proton,pi+,solid
9,11.0,0.093876,0.655905,0.323905,1.270541,0.302022,AUT,0.0,0.009270,0.070207,0.008267,proton,pi+,solid
10,11.0,0.103608,0.631422,0.324003,1.350029,0.300414,AUT,0.0,0.008768,0.070207,0.008207,proton,pi+,solid
11,11.0,0.113610,0.610401,0.324086,1.431088,0.298902,AUT,0.0,0.008527,0.070207,0.008144,proton,pi+,solid
12,11.0,0.123699,0.588680,0.324164,1.502751,0.296684,AUT,0.0,0.008295,0.070207,0.008082,proton,pi+,solid
13,11.0,0.134144,0.563895,0.324293,1.560936,0.294705,AUT,0.0,0.007807,0.070207,0.008018,proton,pi+,solid
14,11.0,0.145759,0.535371,0.324528,1.610096,0.292262,AUT,0.0,0.007415,0.070207,0.007948,proton,pi+,solid
15,11.0,0.160786,0.499466,0.324651,1.656413,0.289795,AUT,0.0,0.006669,0.070207,0.007860,proton,pi+,solid
16,11.0,0.185029,0.449544,0.325073,1.713615,0.285752,AUT,0.0,0.006123,0.070207,0.007728,proton,pi+,solid
17,11.0,0.227515,0.388108,0.327176,1.814344,0.282591,AUT,0.0,0.008143,0.070207,0.007525,proton,pi+,solid
18,11.0,0.069608,0.778077,0.323418,1.114131,0.493959,AUT,0.0,0.006636,0.070207,0.008421,proton,pi+,solid
19,11.0,0.083761,0.715638,0.323997,1.236521,0.491399,AUT,0.0,0.006187,0.070207,0.008330,proton,pi+,solid
20,11.0,0.095631,0.684022,0.324059,1.349705,0.491261,AUT,0.0,0.005968,0.070207,0.008256,proton,pi+,solid
21,11.0,0.107192,0.656186,0.324112,1.451372,0.490721,AUT,0.0,0.005758,0.070207,0.008183,proton,pi+,solid
22,11.0,0.120331,0.620674,0.324268,1.540534,0.489721,AUT,0.0,0.005401,0.070207,0.008102,proton,pi+,solid
23,11.0,0.137410,0.566800,0.324362,1.605497,0.488354,AUT,0.0,0.005347,0.070207,0.007997,proton,pi+,solid
24,11.0,0.165272,0.489304,0.324594,1.662734,0.489857,AUT,0.0,0.005883,0.070207,0.007836,proton,pi+,solid
25,11.0,0.216646,0.400258,0.326274,1.778561,0.492256,AUT,0.0,0.013506,0.070207,0.007575,proton,pi+,solid
26,11.0,0.080462,0.741992,0.325070,1.222756,0.672715,AUT,0.0,0.006411,0.070207,0.008350,proton,pi+,solid
27,11.0,0.117612,0.621280,0.325618,1.496749,0.672103,AUT,0.0,0.006394,0.070207,0.008117,proton,pi+,solid
28,11.0,0.176158,0.465021,0.326521,1.663475,0.669164,AUT,0.0,0.009380,0.070207,0.007779,proton,pi+,solid
