i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,11.0,0.081975,0.694125,0.322865,1.166647,0.134244,AUT,0.0,0.008488,0.070207,0.008945,proton,pi-,solid
1,11.0,0.102386,0.614864,0.323456,1.298259,0.127245,AUT,0.0,0.009378,0.070207,0.008947,proton,pi-,solid
2,11.0,0.118067,0.576134,0.323739,1.403135,0.123557,AUT,0.0,0.008832,0.070207,0.008935,proton,pi-,solid
3,11.0,0.134150,0.541665,0.324211,1.498975,0.121321,AUT,0.0,0.008643,0.070207,0.008907,proton,pi-,solid
4,11.0,0.153783,0.504746,0.324730,1.600434,0.120895,AUT,0.0,0.008382,0.070207,0.008856,proton,pi-,solid
5,11.0,0.191292,0.442339,0.325974,1.735331,0.124803,AUT,0.0,0.007464,0.070207,0.008733,proton,pi-,solid
6,11.0,0.070202,0.768466,0.323289,1.109318,0.305078,AUT,0.0,0.008656,0.070207,0.008942,proton,pi-,solid
7,11.0,0.083676,0.700690,0.323821,1.209458,0.299572,AUT,0.0,0.008277,0.070207,0.008943,proton,pi-,solid
8,11.0,0.095088,0.664596,0.324028,1.303792,0.297277,AUT,0.0,0.007727,0.070207,0.008944,proton,pi-,solid
9,11.0,0.106780,0.632010,0.324190,1.392416,0.295434,AUT,0.0,0.007609,0.070207,0.008940,proton,pi-,solid
10,11.0,0.119485,0.595170,0.324240,1.466981,0.294435,AUT,0.0,0.007553,0.070207,0.008928,proton,pi-,solid
11,11.0,0.133890,0.556238,0.324527,1.536379,0.294000,AUT,0.0,0.007329,0.070207,0.008904,proton,pi-,solid
12,11.0,0.153556,0.512166,0.324822,1.620983,0.293017,AUT,0.0,0.006519,0.070207,0.008854,proton,pi-,solid
13,11.0,0.194101,0.439266,0.326189,1.747165,0.290267,AUT,0.0,0.006250,0.070207,0.008723,proton,pi-,solid
14,11.0,0.072816,0.759902,0.324431,1.135925,0.486624,AUT,0.0,0.009479,0.070207,0.008942,proton,pi-,solid
15,11.0,0.091245,0.679482,0.324370,1.278337,0.486140,AUT,0.0,0.008000,0.070207,0.008944,proton,pi-,solid
16,11.0,0.108381,0.627832,0.324448,1.402837,0.485452,AUT,0.0,0.007370,0.070207,0.008938,proton,pi-,solid
17,11.0,0.129828,0.567677,0.324569,1.518736,0.483894,AUT,0.0,0.006741,0.070207,0.008911,proton,pi-,solid
18,11.0,0.165993,0.488750,0.325153,1.663872,0.483336,AUT,0.0,0.005976,0.070207,0.008814,proton,pi-,solid
19,11.0,0.222524,0.401747,0.328364,1.840651,0.483907,AUT,0.0,0.014864,0.070207,0.008628,proton,pi-,solid
20,11.0,0.095208,0.699081,0.326099,1.349374,0.670079,AUT,0.0,0.006063,0.070207,0.008934,proton,pi-,solid
21,11.0,0.164555,0.520264,0.327175,1.738271,0.662324,AUT,0.0,0.011054,0.070207,0.008810,proton,pi-,solid
22,11.0,0.088618,0.660883,0.372866,1.198798,0.134895,AUT,0.0,0.009166,0.070207,0.008988,proton,pi-,solid
23,11.0,0.114587,0.576497,0.373476,1.361632,0.127364,AUT,0.0,0.009307,0.070207,0.008993,proton,pi-,solid
24,11.0,0.136276,0.527910,0.373731,1.483198,0.123949,AUT,0.0,0.008837,0.070207,0.008968,proton,pi-,solid
25,11.0,0.162525,0.473257,0.374158,1.584035,0.122676,AUT,0.0,0.008317,0.070207,0.008906,proton,pi-,solid
26,11.0,0.209248,0.399478,0.375115,1.712328,0.127941,AUT,0.0,0.008560,0.070207,0.008761,proton,pi-,solid
27,11.0,0.074151,0.739864,0.373087,1.127234,0.307481,AUT,0.0,0.008254,0.070207,0.008976,proton,pi-,solid
28,11.0,0.091211,0.667092,0.373754,1.254709,0.300286,AUT,0.0,0.007964,0.070207,0.008987,proton,pi-,solid
29,11.0,0.105843,0.626715,0.374025,1.368435,0.296299,AUT,0.0,0.008098,0.070207,0.008991,proton,pi-,solid
30,11.0,0.121036,0.587340,0.374253,1.466192,0.293264,AUT,0.0,0.008179,0.070207,0.008983,proton,pi-,solid
31,11.0,0.139825,0.536871,0.374365,1.547363,0.290948,AUT,0.0,0.007695,0.070207,0.008956,proton,pi-,solid
32,11.0,0.168916,0.466508,0.374673,1.620739,0.288529,AUT,0.0,0.006968,0.070207,0.008886,proton,pi-,solid
33,11.0,0.223049,0.382485,0.375974,1.748080,0.286236,AUT,0.0,0.008441,0.070207,0.008718,proton,pi-,solid
34,11.0,0.074762,0.746525,0.373927,1.145501,0.489566,AUT,0.0,0.009093,0.070207,0.008975,proton,pi-,solid
35,11.0,0.096058,0.662447,0.374092,1.311350,0.489579,AUT,0.0,0.008041,0.070207,0.008988,proton,pi-,solid
36,11.0,0.118687,0.592305,0.374133,1.447259,0.489574,AUT,0.0,0.007106,0.070207,0.008984,proton,pi-,solid
37,11.0,0.152682,0.501675,0.374195,1.572485,0.489325,AUT,0.0,0.005895,0.070207,0.008927,proton,pi-,solid
38,11.0,0.212276,0.396538,0.375224,1.721517,0.491612,AUT,0.0,0.007827,0.070207,0.008751,proton,pi-,solid
39,11.0,0.091581,0.693614,0.375022,1.292053,0.676750,AUT,0.0,0.007369,0.070207,0.008981,proton,pi-,solid
40,11.0,0.158512,0.521597,0.376101,1.662887,0.669864,AUT,0.0,0.008595,0.070207,0.008896,proton,pi-,solid
41,11.0,0.104993,0.693950,0.377267,1.450376,0.869680,AUT,0.0,0.010046,0.070207,0.008959,proton,pi-,solid
42,11.0,0.099281,0.614901,0.422897,1.247622,0.133443,AUT,0.0,0.009805,0.070207,0.009031,proton,pi-,solid
43,11.0,0.133006,0.529468,0.423560,1.450533,0.126194,AUT,0.0,0.009249,0.070207,0.009026,proton,pi-,solid
44,11.0,0.168875,0.455074,0.423879,1.578493,0.124226,AUT,0.0,0.008181,0.070207,0.008954,proton,pi-,solid
45,11.0,0.224850,0.368501,0.424184,1.699698,0.130978,AUT,0.0,0.010641,0.070207,0.008791,proton,pi-,solid
46,11.0,0.081150,0.691196,0.422629,1.152082,0.306944,AUT,0.0,0.008550,0.070207,0.009011,proton,pi-,solid
47,11.0,0.102376,0.620553,0.423658,1.309909,0.299315,AUT,0.0,0.008216,0.070207,0.009032,proton,pi-,solid
48,11.0,0.122104,0.577429,0.424072,1.453626,0.295104,AUT,0.0,0.008356,0.070207,0.009031,proton,pi-,solid
49,11.0,0.145470,0.520065,0.424261,1.558345,0.291187,AUT,0.0,0.008559,0.070207,0.009003,proton,pi-,solid
