i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,11.0,0.082098,0.692748,0.322797,1.166134,0.134256,AUT,0.0,0.008536,0.070207,0.008945,proton,pi-,solid
1,11.0,0.102545,0.614397,0.323455,1.299270,0.127090,AUT,0.0,0.009347,0.070207,0.008947,proton,pi-,solid
2,11.0,0.118256,0.575500,0.323758,1.403829,0.123505,AUT,0.0,0.008840,0.070207,0.008934,proton,pi-,solid
3,11.0,0.134233,0.538949,0.323982,1.492292,0.121245,AUT,0.0,0.008526,0.070207,0.008908,proton,pi-,solid
4,11.0,0.153040,0.498711,0.324377,1.573770,0.120420,AUT,0.0,0.008217,0.070207,0.008861,proton,pi-,solid
5,11.0,0.184817,0.440670,0.324970,1.674731,0.123739,AUT,0.0,0.007262,0.070207,0.008759,proton,pi-,solid
6,11.0,0.235579,0.375485,0.327565,1.820856,0.129078,AUT,0.0,0.013977,0.070207,0.008590,proton,pi-,solid
7,11.0,0.070491,0.764407,0.323063,1.108160,0.304355,AUT,0.0,0.008551,0.070207,0.008942,proton,pi-,solid
8,11.0,0.083919,0.698818,0.323734,1.209756,0.299302,AUT,0.0,0.008340,0.070207,0.008943,proton,pi-,solid
9,11.0,0.095390,0.662469,0.323952,1.303712,0.297052,AUT,0.0,0.007671,0.070207,0.008944,proton,pi-,solid
10,11.0,0.107233,0.630322,0.324142,1.394594,0.295592,AUT,0.0,0.007618,0.070207,0.008939,proton,pi-,solid
11,11.0,0.119939,0.593447,0.324188,1.468316,0.294269,AUT,0.0,0.007574,0.070207,0.008927,proton,pi-,solid
12,11.0,0.134317,0.552312,0.324321,1.530255,0.293925,AUT,0.0,0.007230,0.070207,0.008904,proton,pi-,solid
13,11.0,0.153334,0.505465,0.324546,1.597623,0.293254,AUT,0.0,0.006470,0.070207,0.008858,proton,pi-,solid
14,11.0,0.189937,0.434703,0.325237,1.695072,0.290986,AUT,0.0,0.005980,0.070207,0.008741,proton,pi-,solid
15,11.0,0.247047,0.364250,0.329373,1.853649,0.287071,AUT,0.0,0.014248,0.070207,0.008556,proton,pi-,solid
16,11.0,0.073260,0.754750,0.323991,1.135335,0.487001,AUT,0.0,0.009541,0.070207,0.008942,proton,pi-,solid
17,11.0,0.091745,0.675896,0.324229,1.278560,0.486295,AUT,0.0,0.007977,0.070207,0.008944,proton,pi-,solid
18,11.0,0.109125,0.625029,0.324433,1.406149,0.485467,AUT,0.0,0.007349,0.070207,0.008938,proton,pi-,solid
19,11.0,0.130681,0.564637,0.324547,1.520469,0.483732,AUT,0.0,0.006745,0.070207,0.008909,proton,pi-,solid
20,11.0,0.166483,0.481756,0.324969,1.644855,0.482217,AUT,0.0,0.006125,0.070207,0.008815,proton,pi-,solid
21,11.0,0.225861,0.388175,0.327323,1.801732,0.482737,AUT,0.0,0.013342,0.070207,0.008621,proton,pi-,solid
22,11.0,0.096113,0.694471,0.325803,1.353450,0.669750,AUT,0.0,0.006059,0.070207,0.008933,proton,pi-,solid
23,11.0,0.167863,0.512768,0.327243,1.742907,0.661295,AUT,0.0,0.011382,0.070207,0.008800,proton,pi-,solid
24,11.0,0.090319,0.647122,0.372392,1.197450,0.133879,AUT,0.0,0.009892,0.070207,0.008990,proton,pi-,solid
25,11.0,0.116053,0.571281,0.373409,1.366818,0.126919,AUT,0.0,0.009475,0.070207,0.008993,proton,pi-,solid
26,11.0,0.137746,0.524556,0.373763,1.489574,0.123657,AUT,0.0,0.008824,0.070207,0.008965,proton,pi-,solid
27,11.0,0.164713,0.465857,0.374025,1.579646,0.122739,AUT,0.0,0.008053,0.070207,0.008902,proton,pi-,solid
28,11.0,0.213904,0.385793,0.374585,1.688604,0.128799,AUT,0.0,0.007961,0.070207,0.008750,proton,pi-,solid
29,11.0,0.077460,0.706613,0.371897,1.125873,0.305178,AUT,0.0,0.008750,0.070207,0.008979,proton,pi-,solid
30,11.0,0.094710,0.645299,0.373398,1.260343,0.298060,AUT,0.0,0.008201,0.070207,0.008990,proton,pi-,solid
31,11.0,0.109716,0.609933,0.373807,1.380609,0.294960,AUT,0.0,0.008316,0.070207,0.008991,proton,pi-,solid
32,11.0,0.125841,0.572989,0.374212,1.487047,0.292421,AUT,0.0,0.008096,0.070207,0.008978,proton,pi-,solid
33,11.0,0.146612,0.518677,0.374336,1.566766,0.290407,AUT,0.0,0.007408,0.070207,0.008943,proton,pi-,solid
34,11.0,0.181608,0.435664,0.374708,1.624750,0.287894,AUT,0.0,0.006628,0.070207,0.008852,proton,pi-,solid
35,11.0,0.241403,0.353569,0.375487,1.753060,0.286279,AUT,0.0,0.009409,0.070207,0.008664,proton,pi-,solid
36,11.0,0.079613,0.701421,0.372567,1.147397,0.488665,AUT,0.0,0.008945,0.070207,0.008980,proton,pi-,solid
37,11.0,0.103347,0.624509,0.373579,1.329873,0.489498,AUT,0.0,0.007605,0.070207,0.008991,proton,pi-,solid
38,11.0,0.130044,0.558390,0.374056,1.494688,0.489572,AUT,0.0,0.006608,0.070207,0.008972,proton,pi-,solid
39,11.0,0.176970,0.449422,0.374286,1.621958,0.489486,AUT,0.0,0.005629,0.070207,0.008861,proton,pi-,solid
40,11.0,0.254999,0.341221,0.375532,1.791498,0.491365,AUT,0.0,0.017288,0.070207,0.008622,proton,pi-,solid
41,11.0,0.100011,0.652359,0.374405,1.327387,0.675554,AUT,0.0,0.007172,0.070207,0.008981,proton,pi-,solid
42,11.0,0.171557,0.491215,0.376094,1.701728,0.667959,AUT,0.0,0.010238,0.070207,0.008864,proton,pi-,solid
43,11.0,0.104411,0.582147,0.422267,1.245317,0.131040,AUT,0.0,0.010851,0.070207,0.009037,proton,pi-,solid
44,11.0,0.138735,0.515017,0.423536,1.471967,0.125522,AUT,0.0,0.009198,0.070207,0.009019,proton,pi-,solid
45,11.0,0.179355,0.434755,0.423896,1.598248,0.125057,AUT,0.0,0.007810,0.070207,0.008926,proton,pi-,solid
46,11.0,0.241391,0.348466,0.423834,1.730569,0.133351,AUT,0.0,0.013735,0.070207,0.008742,proton,pi-,solid
47,11.0,0.089504,0.630923,0.421462,1.160885,0.301996,AUT,0.0,0.008955,0.070207,0.009025,proton,pi-,solid
48,11.0,0.113509,0.575919,0.423234,1.347930,0.295076,AUT,0.0,0.008445,0.070207,0.009038,proton,pi-,solid
49,11.0,0.136672,0.537979,0.423903,1.515726,0.292063,AUT,0.0,0.008584,0.070207,0.009017,proton,pi-,solid
50,11.0,0.168622,0.460459,0.424258,1.594837,0.289311,AUT,0.0,0.007843,0.070207,0.008954,proton,pi-,solid
51,11.0,0.227417,0.363749,0.424314,1.694457,0.288666,AUT,0.0,0.008727,0.070207,0.008785,proton,pi-,solid
52,11.0,0.093086,0.625837,0.421789,1.195475,0.490316,AUT,0.0,0.007816,0.070207,0.009027,proton,pi-,solid
