i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,11.0,0.065521,0.795721,0.322593,1.074466,0.338705,AUT,0.0,0.002157,0.070207,0.001085,neutron,pi+,solid
1,11.0,0.074191,0.759768,0.326741,1.163431,0.325988,AUT,0.0,0.002166,0.070207,0.001098,neutron,pi+,solid
2,11.0,0.082020,0.753744,0.327388,1.276052,0.321068,AUT,0.0,0.002140,0.070207,0.001109,neutron,pi+,solid
3,11.0,0.090787,0.748245,0.327903,1.402114,0.316210,AUT,0.0,0.002186,0.070207,0.001122,neutron,pi+,solid
4,11.0,0.101081,0.740629,0.328773,1.545168,0.310328,AUT,0.0,0.002147,0.070207,0.001139,neutron,pi+,solid
5,11.0,0.114507,0.730880,0.330196,1.727242,0.302962,AUT,0.0,0.002174,0.070207,0.001162,neutron,pi+,solid
6,11.0,0.129675,0.710152,0.334855,1.899448,0.294464,AUT,0.0,0.003060,0.070207,0.001189,neutron,pi+,solid
7,11.0,0.061084,0.832631,0.323091,1.048995,0.501208,AUT,0.0,0.002068,0.070207,0.001078,neutron,pi+,solid
8,11.0,0.066648,0.795116,0.324063,1.093709,0.497897,AUT,0.0,0.002178,0.070207,0.001086,neutron,pi+,solid
9,11.0,0.070994,0.777801,0.325903,1.139741,0.495677,AUT,0.0,0.002160,0.070207,0.001093,neutron,pi+,solid
10,11.0,0.075549,0.770263,0.326744,1.201176,0.494320,AUT,0.0,0.002179,0.070207,0.001100,neutron,pi+,solid
11,11.0,0.080723,0.765672,0.327015,1.275772,0.493326,AUT,0.0,0.002197,0.070207,0.001107,neutron,pi+,solid
12,11.0,0.086891,0.760587,0.327348,1.364129,0.492125,AUT,0.0,0.002214,0.070207,0.001116,neutron,pi+,solid
13,11.0,0.094510,0.753928,0.327893,1.470702,0.490170,AUT,0.0,0.002275,0.070207,0.001128,neutron,pi+,solid
14,11.0,0.104113,0.745562,0.328739,1.602113,0.487727,AUT,0.0,0.002464,0.070207,0.001144,neutron,pi+,solid
15,11.0,0.118431,0.732699,0.330521,1.790535,0.484664,AUT,0.0,0.002669,0.070207,0.001169,neutron,pi+,solid
16,11.0,0.134251,0.698503,0.338046,1.934788,0.482868,AUT,0.0,0.009183,0.070207,0.001198,neutron,pi+,solid
17,11.0,0.065070,0.813946,0.326532,1.091116,0.668663,AUT,0.0,0.002079,0.070207,0.001084,neutron,pi+,solid
18,11.0,0.080203,0.771777,0.328721,1.277073,0.669116,AUT,0.0,0.002111,0.070207,0.001107,neutron,pi+,solid
