i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,11.0,0.093177,0.618772,0.321988,1.187066,0.161879,AUT,0.0,0.002412,0.070207,0.000988,neutron,pi-,solid
1,11.0,0.113500,0.584732,0.322759,1.369287,0.149765,AUT,0.0,0.001954,0.070207,0.000990,neutron,pi-,solid
2,11.0,0.128034,0.563495,0.323335,1.488782,0.142946,AUT,0.0,0.001886,0.070207,0.000994,neutron,pi-,solid
3,11.0,0.141058,0.543871,0.324499,1.583173,0.136955,AUT,0.0,0.001918,0.070207,0.000999,neutron,pi-,solid
4,11.0,0.155165,0.523241,0.325651,1.675315,0.131287,AUT,0.0,0.001977,0.070207,0.001006,neutron,pi-,solid
5,11.0,0.175389,0.496559,0.327023,1.795973,0.124202,AUT,0.0,0.002069,0.070207,0.001018,neutron,pi-,solid
6,11.0,0.201259,0.459862,0.333637,1.908778,0.115229,AUT,0.0,0.004973,0.070207,0.001033,neutron,pi-,solid
7,11.0,0.066192,0.787083,0.321488,1.073302,0.336675,AUT,0.0,0.002100,0.070207,0.000989,neutron,pi-,solid
8,11.0,0.074545,0.730273,0.322308,1.123304,0.321881,AUT,0.0,0.001866,0.070207,0.000989,neutron,pi-,solid
9,11.0,0.080072,0.700682,0.322668,1.157920,0.316703,AUT,0.0,0.001893,0.070207,0.000989,neutron,pi-,solid
10,11.0,0.084617,0.681266,0.322833,1.189843,0.313135,AUT,0.0,0.001858,0.070207,0.000989,neutron,pi-,solid
11,11.0,0.088906,0.671889,0.322947,1.232985,0.311060,AUT,0.0,0.001880,0.070207,0.000989,neutron,pi-,solid
12,11.0,0.093156,0.663331,0.323048,1.275467,0.308946,AUT,0.0,0.001855,0.070207,0.000989,neutron,pi-,solid
13,11.0,0.097346,0.655763,0.323177,1.317643,0.307088,AUT,0.0,0.001920,0.070207,0.000989,neutron,pi-,solid
14,11.0,0.101593,0.648174,0.323215,1.359220,0.305234,AUT,0.0,0.001876,0.070207,0.000990,neutron,pi-,solid
15,11.0,0.105990,0.640920,0.323362,1.402182,0.303301,AUT,0.0,0.001923,0.070207,0.000990,neutron,pi-,solid
16,11.0,0.110437,0.633619,0.323356,1.444356,0.301817,AUT,0.0,0.001957,0.070207,0.000991,neutron,pi-,solid
17,11.0,0.114985,0.626478,0.323470,1.486914,0.300400,AUT,0.0,0.002013,0.070207,0.000992,neutron,pi-,solid
18,11.0,0.119778,0.619638,0.323544,1.531971,0.299117,AUT,0.0,0.002005,0.070207,0.000993,neutron,pi-,solid
19,11.0,0.124772,0.612096,0.323661,1.576414,0.297931,AUT,0.0,0.002102,0.070207,0.000995,neutron,pi-,solid
