i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,11.0,0.093165,0.618655,0.322022,1.186655,0.161796,AUT,0.0,0.002420,0.070207,0.000988,neutron,pi-,solid
1,11.0,0.113492,0.584680,0.322711,1.369052,0.149804,AUT,0.0,0.001955,0.070207,0.000990,neutron,pi-,solid
2,11.0,0.128035,0.561956,0.323016,1.484654,0.142956,AUT,0.0,0.001871,0.070207,0.000994,neutron,pi-,solid
3,11.0,0.140599,0.538135,0.323296,1.561298,0.136224,AUT,0.0,0.001907,0.070207,0.000999,neutron,pi-,solid
4,11.0,0.152886,0.512978,0.323446,1.618326,0.129724,AUT,0.0,0.001988,0.070207,0.001005,neutron,pi-,solid
5,11.0,0.166256,0.485976,0.323600,1.667098,0.123481,AUT,0.0,0.002062,0.070207,0.001012,neutron,pi-,solid
6,11.0,0.181838,0.455950,0.323753,1.710455,0.116819,AUT,0.0,0.002278,0.070207,0.001021,neutron,pi-,solid
7,11.0,0.202333,0.419748,0.323976,1.751368,0.111213,AUT,0.0,0.002410,0.070207,0.001034,neutron,pi-,solid
8,11.0,0.236621,0.375430,0.327165,1.828318,0.114377,AUT,0.0,0.002364,0.070207,0.001055,neutron,pi-,solid
9,11.0,0.066199,0.787048,0.321423,1.073395,0.336341,AUT,0.0,0.002098,0.070207,0.000989,neutron,pi-,solid
10,11.0,0.074543,0.730433,0.322297,1.123517,0.321912,AUT,0.0,0.001864,0.070207,0.000989,neutron,pi-,solid
11,11.0,0.080070,0.700640,0.322650,1.157814,0.316724,AUT,0.0,0.001897,0.070207,0.000989,neutron,pi-,solid
12,11.0,0.084617,0.681056,0.322857,1.189473,0.313248,AUT,0.0,0.001856,0.070207,0.000989,neutron,pi-,solid
13,11.0,0.088909,0.671914,0.322983,1.233068,0.310990,AUT,0.0,0.001881,0.070207,0.000989,neutron,pi-,solid
14,11.0,0.093157,0.663309,0.323084,1.275436,0.308874,AUT,0.0,0.001853,0.070207,0.000989,neutron,pi-,solid
15,11.0,0.097347,0.655801,0.323199,1.317733,0.307063,AUT,0.0,0.001918,0.070207,0.000989,neutron,pi-,solid
16,11.0,0.101590,0.648126,0.323254,1.359078,0.305123,AUT,0.0,0.001877,0.070207,0.000990,neutron,pi-,solid
17,11.0,0.105990,0.640985,0.323321,1.402320,0.303499,AUT,0.0,0.001921,0.070207,0.000990,neutron,pi-,solid
18,11.0,0.110442,0.633290,0.323407,1.443682,0.301797,AUT,0.0,0.001963,0.070207,0.000991,neutron,pi-,solid
19,11.0,0.114983,0.626395,0.323485,1.486680,0.300307,AUT,0.0,0.002005,0.070207,0.000992,neutron,pi-,solid
20,11.0,0.119785,0.619619,0.323563,1.532005,0.299089,AUT,0.0,0.002003,0.070207,0.000993,neutron,pi-,solid
21,11.0,0.124774,0.612034,0.323633,1.576274,0.297749,AUT,0.0,0.002110,0.070207,0.000995,neutron,pi-,solid
22,11.0,0.130052,0.600124,0.323736,1.610900,0.296238,AUT,0.0,0.002154,0.070207,0.000996,neutron,pi-,solid
23,11.0,0.135877,0.583346,0.323829,1.635977,0.294311,AUT,0.0,0.002355,0.070207,0.000998,neutron,pi-,solid
24,11.0,0.142396,0.564585,0.323935,1.659269,0.291891,AUT,0.0,0.002647,0.070207,0.001001,neutron,pi-,solid
25,11.0,0.150508,0.541357,0.324023,1.681434,0.289829,AUT,0.0,0.003072,0.070207,0.001004,neutron,pi-,solid
26,11.0,0.161158,0.510999,0.324019,1.699211,0.288922,AUT,0.0,0.004419,0.070207,0.001010,neutron,pi-,solid
27,11.0,0.175702,0.473976,0.324043,1.717778,0.289903,AUT,0.0,0.007166,0.070207,0.001018,neutron,pi-,solid
28,11.0,0.198029,0.427746,0.324043,1.745985,0.291874,AUT,0.0,0.006666,0.070207,0.001031,neutron,pi-,solid
29,11.0,0.236116,0.375808,0.327376,1.825560,0.292027,AUT,0.0,0.006491,0.070207,0.001055,neutron,pi-,solid
30,11.0,0.062067,0.825047,0.322618,1.055950,0.500723,AUT,0.0,0.001950,0.070207,0.000989,neutron,pi-,solid
31,11.0,0.068703,0.780088,0.323293,1.105998,0.495790,AUT,0.0,0.001968,0.070207,0.000990,neutron,pi-,solid
32,11.0,0.073736,0.752844,0.323609,1.145680,0.492056,AUT,0.0,0.001967,0.070207,0.000990,neutron,pi-,solid
33,11.0,0.078458,0.732020,0.323785,1.185364,0.490083,AUT,0.0,0.001995,0.070207,0.000989,neutron,pi-,solid
34,11.0,0.082996,0.714040,0.323876,1.223183,0.489093,AUT,0.0,0.002094,0.070207,0.000989,neutron,pi-,solid
35,11.0,0.087578,0.702455,0.323898,1.269801,0.488478,AUT,0.0,0.002082,0.070207,0.000989,neutron,pi-,solid
36,11.0,0.092476,0.692295,0.323991,1.321422,0.487878,AUT,0.0,0.002146,0.070207,0.000989,neutron,pi-,solid
